date,f_mean_msc,f_mean_sce,f_mean_ecb,r_mean_msc,r_mean_sce,r_mean_ecb,iqr_msc,iqr_sce,iqr_ecb,iqr_resid_msc,iqr_resid_sce,iqr_resid_ecb,st_dev_msc,st_dev_sce,st_dev_ecb,st_dev_msc_ma,st_dev_sce_ma,st_dev_ecb_ma,quasi_st_dev_msc,quasi_st_dev_sce,quasi_st_dev_ecb,st_dev_trim_msc,st_dev_trim_sce,st_dev_trim_ecb,skew_msc,skew_sce,skew_ecb,skew_msc_ma,skew_sce_ma,skew_ecb_ma,mode_skewness_msc,mode_skewness_sce,mode_skewness_ecb,kurtosis_msc,kurtosis_sce,kurtosis_ecb,st_dev_resid_msc,st_dev_resid_sce,st_dev_resid_ecb,st_dev_resid_msc_ma,st_dev_resid_sce_ma,st_dev_resid_ecb_ma,quasi_st_dev_resid_msc,quasi_st_dev_resid_sce,quasi_st_dev_resid_ecb,st_dev_trim_resid_msc,st_dev_trim_resid_sce,st_dev_trim_resid_ecb,skew_resid_msc,skew_resid_sce,skew_resid_ecb,skew_resid_msc_ma,skew_resid_sce_ma,skew_resid_ecb_ma,mode_skewness_resid_msc,mode_skewness_resid_sce,mode_skewness_resid_ecb,kurtosis_resid_msc,kurtosis_resid_sce,kurtosis_resid_ecb
1984m11,4.107015083957537,,,-.5929102721460123,,,5,,,5.0588546,,,4.9151616,,,4.4632306,,,5,,,4.4075956,,,.84019226,,,.8998211,,,.83983642,,,5.8311081,,,4.7952962,,,4.423749,,,4.7980595,,,2.2616818,,,1.1419244,,,.89253455,,,-.13382477,,,4.9666996,,
1984m12,3.765083440308053,,,-.917005402665613,,,4,,,4.6502638,,,4.7216859,,,4.4655752,,,3.5,,,6.288311,,,.24896911,,,.89444327,,,.81873316,,,7.3980646,,,4.7200522,,,4.4337358,,,3.6106577,,,5.0664144,,,.20964061,,,.88760138,,,.92836976,,,7.518908,,
1985m1,3.406360424028285,,,-1.466395544716064,,,5,,,4.6100402,,,4.2734776,,,4.4854159,,,3,,,5.0163369,,,1.0429926,,,.88364995,,,.81548101,,,7.4991751,,,4.2802191,,,4.4223099,,,3.1351185,,,3.5343068,,,1.0743688,,,.87174326,,,.81477815,,,7.8746252,,
1985m2,3.844709897610917,,,-.8383536631108653,,,4,,,4.5611181,,,4.0573773,,,4.5263391,,,3.5,,,3.7006006,,,.65989405,,,.81324732,,,.90394318,,,5.2623763,,,4.1121182,,,4.4485846,,,3.7398891,,,3.210531,,,.65205479,,,.81850523,,,,,,5.4596772,,
1985m3,3.809477113674049,,,-1.008364009850258,,,5,,,4.6230683,,,4.7541146,,,4.4736891,,,3.5,,,5.8309517,,,.90427274,,,.83905458,,,.79978979,,,6.7566385,,,4.7305827,,,4.4105339,,,3.5309749,,,3.9293633,,,.88918465,,,.86030215,,,.70575935,,,6.6698399,,
1985m4,4.738410596026527,,,.018275315323665,,,6,,,5.905632,,,4.7031956,,,4.3598828,,,5,,,2.7738862,,,1.1330948,,,.91542172,,,.99871314,,,4.5552011,,,4.667284,,,4.3131628,,,4.6043854,,,1.8673867,,,1.091151,,,.91045833,,,,,,4.5224547,,
1985m5,3.898722685791737,,,-1.027597942894487,,,4,,,4.2829142,,,4.5661459,,,4.2931337,,,3.5,,,3.0480993,,,.86133444,,,.99562675,,,.81817466,,,6.0971265,,,4.2924218,,,4.2272,,,3.2862625,,,3.5915875,,,.76677799,,,.99739122,,,,,,6.1981869,,
1985m6,4.06937394247037,,,-.6386850803402315,,,4,,,4.3497362,,,4.4172654,,,4.3170304,,,3.5,,,3.4785054,,,.87751764,,,1.0044649,,,-.2212684,,,5.5609684,,,4.3261309,,,4.2438021,,,3.4619412,,,2.7958844,,,.99363762,,,1.013697,,,-.11816747,,,5.6036358,,
1985m7,3.576234285611465,,,-1.316322489967534,,,5,,,4.4549575,,,3.8547776,,,4.3316369,,,3.5,,,3.4075081,,,.98322392,,,1.0346298,,,.88965225,,,5.5534005,,,3.7707002,,,4.2561097,,,3.4331782,,,2.4736073,,,.92397958,,,1.0393833,,,,,,5.5796781,,
1985m8,3.293913412072092,,,-1.461972461033912,,,5,,,4.0489221,,,3.8909061,,,4.3460822,,,2.5,,,2.95804,,,1.5274962,,,1.041132,,,.83235264,,,7.5333552,,,3.9189582,,,4.2656002,,,2.7398894,,,2.2413704,,,1.5933297,,,1.0391728,,,-.33824396,,,7.9248567,,
1985m9,3.535655058043101,,,-1.31571123211853,,,5,,,4.6471686,,,4.1209421,,,4.2894444,,,3.5,,,3.1132472,,,.97081459,,,1.0259832,,,.81907856,,,5.6477995,,,3.9463844,,,4.2005749,,,3.5286198,,,2.4905601,,,.99203676,,,1.014683,,,.95035285,,,5.2409015,,
1985m10,4.147098288750451,,,-.5852920639256619,,,5,,,5.808382,,,4.4885473,,,4.242393,,,5,,,3.5071356,,,1.1225353,,,1.0800505,,,.95884806,,,4.9424977,,,4.4296398,,,4.1619945,,,4.7144747,,,1.3256438,,,1.2211213,,,1.0737052,,,,,,4.8541727,,
1985m11,3.572727272727279,,,-1.19559992780519,,,5,,,4.5580235,,,4.188839,,,4.2856989,,,3.5,,,2.9204738,,,.9313786,,,.99741453,,,.84113801,,,6.1180663,,,4.2228856,,,4.1995482,,,3.3006709,,,2.9845102,,,.8832311,,,.94687921,,,-.25025722,,,5.9651384,,
1985m12,4.04001890054783,,,-.7123023461752277,,,4,,,4.6756191,,,4.8841224,,,4.3659964,,,5,,,3.3838661,,,.96279204,,,.94559592,,,.86174351,,,5.2270322,,,4.8159947,,,4.2835484,,,4.6900134,,,3.0985999,,,.8872897,,,.90025896,,,-1.1100117,,,5.1034002,,
1986m1,3.533453887884277,,,-1.248623919163666,,,4,,,4.5169072,,,4.1934557,,,4.3741155,,,3.5,,,3.1710496,,,.99675626,,,.84021312,,,.8472026,,,6.3607225,,,4.0820599,,,4.2920341,,,3.1900134,,,2.9760644,,,.87074304,,,.77860665,,,.076605298,,,6.2945771,,
1986m2,3.134892605570605,,,-1.507744557650324,,,5,,,4.5528011,,,4.1426806,,,4.424283,,,2.5,,,2.2893465,,,1.3479391,,,.79835099,,,.76933676,,,7.1221294,,,3.945195,,,4.3518534,,,2.87921,,,2.2051427,,,1.2979784,,,.72651565,,,,,,7.3266778,,
1986m3,2.273927392483642,,,-2.361234058132029,,,5,,,4.8189087,,,4.8070188,,,4.3953042,,,2.5,,,4.5008416,,,.13379464,,,.68779624,,,.54789072,,,7.627687,,,4.6641178,,,4.3407793,,,3.3369925,,,4.5576053,,,-.14779647,,,.59403723,,,.57888639,,,7.741353,,
1986m4,2.457893681090125,,,-2.084473351638165,,,5,,,4.2922106,,,4.577455,,,4.4311376,,,2.5,,,3.7562997,,,.51685655,,,.58310735,,,.53785086,,,6.7888837,,,4.526701,,,4.3676529,,,2.8251319,,,4.0042038,,,.50439733,,,.4599885,,,.62367922,,,6.7647543,,
1986m5,2.850877192982464,,,-1.757899430918021,,,5,,,4.5038791,,,3.9639776,,,4.3158989,,,2.5,,,3.3731976,,,.57905078,,,.47884837,,,.74224669,,,6.4510169,,,3.9953303,,,4.2609749,,,2.9062819,,,3.3764367,,,.49845871,,,.35697064,,,.7392686,,,6.3569193,,
1986m6,3.351230265392386,,,-1.199443443571908,,,4,,,4.1922112,,,4.5724521,,,4.2897797,,,3,,,5.7534828,,,.59405559,,,.43610409,,,-.33793265,,,8.0190945,,,4.4847574,,,4.2384968,,,2.9671445,,,4.6399698,,,.52321786,,,.30394542,,,-.18637504,,,8.2754478,,
1986m7,3.006430868167193,,,-1.588776898730275,,,5,,,4.0746436,,,4.227736,,,4.2438707,,,2.5,,,4.5561457,,,.12754247,,,.31868464,,,-.035584617,,,8.7607899,,,4.3299727,,,4.2185211,,,2.8522038,,,4.7213216,,,.028815396,,,.17824124,,,.80323082,,,8.8470221,,
1986m8,3.451985276581907,,,-1.144768009719371,,,4,,,4.2044315,,,4.5113392,,,4.2307954,,,3.5,,,6.3298235,,,-.010821492,,,.3486571,,,.74795288,,,8.9980516,,,4.4647465,,,4.2021775,,,3.1041436,,,5.4602451,,,-.32320741,,,.25364792,,,,,,9.6353178,,
1986m9,3.196856659834571,,,-1.388533748609473,,,4,,,4.1269474,,,3.8469746,,,4.1245584,,,2.5,,,4.4754229,,,.0244615,,,.36496809,,,-.45470893,,,9.1381149,,,3.8558912,,,4.1072283,,,2.7933402,,,4.0997272,,,-.039871167,,,.26980132,,,-.27527854,,,9.2555037,,
1986m10,3.487084620686216,,,-1.248825385582947,,,4,,,4.4323306,,,3.9583845,,,4.1840196,,,3,,,3.86304,,,.61205775,,,.40837714,,,-.41325003,,,6.6888666,,,3.8797586,,,4.1752124,,,3.0785389,,,3.4089308,,,.39351615,,,.31524825,,,,,,6.1209407,,
1986m11,3.238864307216173,,,-1.280394347055973,,,5,,,4.2112222,,,3.7294986,,,4.1624823,,,3,,,3.2294221,,,.29116383,,,.45248091,,,.83197701,,,5.4243922,,,3.7654147,,,4.1624961,,,3.1657629,,,3.3540065,,,.16664073,,,.35506159,,,.14543612,,,5.4063826,,
1986m12,3.377489394063579,,,-1.226751077334878,,,4,,,4.1432896,,,4.689342,,,4.1017456,,,3.5,,,3.7981777,,,.40354687,,,.59081572,,,-.37160939,,,6.8908668,,,4.5170264,,,4.077702,,,3.2960582,,,3.4752786,,,.53086364,,,.48425737,,,.11765149,,,6.2283096,,
1987m1,3.671134597545005,,,-.9461145035324479,,,4,,,3.4341712,,,3.6213226,,,3.9951122,,,3.5,,,3.6030741,,,.66365552,,,.7464841,,,.16797966,,,5.563241,,,3.6721566,,,3.9777658,,,3.0294273,,,2.7129121,,,.64977807,,,.66952682,,,,,,5.5574756,,
1987m2,3.980287261786521,,,-.6782569712822301,,,4,,,4.2468023,,,4.4991283,,,4.0168018,,,3.5,,,6.3620901,,,.96973217,,,.87780613,,,-.22958541,,,7.7839217,,,4.6071877,,,3.9973557,,,3.2991238,,,3.7935722,,,.90748101,,,.78355861,,,-.098608248,,,7.6015325,,
1987m3,3.522522522522524,,,-1.114238806434968,,,4,,,4.2848988,,,4.3786135,,,3.977314,,,3.5,,,3.9846931,,,.99098951,,,.98098856,,,-.25407586,,,6.0036798,,,4.3703103,,,3.9663401,,,3.3641448,,,3.249799,,,.88153785,,,.89146948,,,-1.2543215,,,6.0903306,,
1987m4,3.633386065549984,,,-.9209680573078226,,,4,,,3.9479833,,,3.6811066,,,4.0369015,,,3,,,3.3862467,,,1.3725557,,,1.1153632,,,.16400373,,,7.9140196,,,3.5668247,,,3.9938011,,,2.966414,,,2.2727094,,,1.1915776,,,1.0450836,,,.34525719,,,7.9896913,,
1987m5,3.922305264053171,,,-.7279385701301641,,,4,,,4.2222085,,,3.5516388,,,3.9178233,,,3,,,.98319209,,,1.3901938,,,1.2578468,,,-.30574325,,,5.9495411,,,3.5653226,,,3.8981419,,,3.0835855,,,.80704963,,,1.3442177,,,1.1685033,,,-.15646048,,,5.8617368,,
1987m6,3.760113237297924,,,-.824693856563726,,,4,,,4.0030951,,,4.0421796,,,3.9905813,,,3,,,3.9798601,,,1.2063601,,,1.2326499,,,-.31417176,,,8.1086559,,,4.0321999,,,3.9748209,,,3.0535576,,,3.0736296,,,.98641491,,,1.1121868,,,,,,7.4719949,,
1987m7,3.66612377850165,,,-.817943790581374,,,4,,,3.8143396,,,3.6029968,,,3.9752483,,,3,,,1.6329932,,,1.5406996,,,1.2275859,,,,,,6.8196282,,,3.6006186,,,3.9359264,,,2.948467,,,1.2256275,,,1.3647139,,,1.1006492,,,-.24457751,,,6.1763945,,
1987m8,3.882255389718078,,,-.7555749501151485,,,4,,,3.324249,,,4.2657833,,,3.9432254,,,2,,,2.2047927,,,1.5005362,,,1.1623567,,,.18240647,,,7.8998241,,,4.0125623,,,3.9117928,,,2.5143285,,,2.5036347,,,1.5491682,,,1.0544187,,,1.0834193,,,8.3684797,,
1987m9,3.563734290843818,,,-1.082403026589305,,,4,,,3.6741171,,,3.6176407,,,4.0605607,,,3,,,1.4719602,,,1.6858993,,,1.1071981,,,.2025959,,,7.506916,,,3.6560931,,,4.0173745,,,2.8640647,,,.99224806,,,1.6416401,,,.99935585,,,,,,7.2993641,,
1987m10,3.763213530655404,,,-.7652263824844289,,,4,,,4.0052223,,,4.276144,,,4.1989794,,,3.5,,,7.4296703,,,.43688303,,,1.0871602,,,-.2728315,,,10.028968,,,4.3622689,,,4.1533613,,,3,,,4.9992919,,,.14293025,,,.97035599,,,.2231082,,,9.7791109,,
1987m11,3.964285714285695,,,-.598036925532739,,,3,,,3.5431485,,,4.3611321,,,4.1468763,,,3.5,,,3.08671,,,.92415553,,,1.0592647,,,-.21958227,,,6.2607293,,,4.2571373,,,4.1179237,,,2.972928,,,3.269532,,,.80364287,,,.95202672,,,-.084761463,,,5.9275923,,
1987m12,3.480546357782345,,,-1.020546660189839,,,4,,,4,,,4.0904059,,,4.1947637,,,3,,,4.7422452,,,.40392753,,,1.0128895,,,.85459787,,,7.3346086,,,4.1531072,,,4.1686144,,,3.0372417,,,3.9974768,,,.4654628,,,.93851489,,,.21545511,,,7.4243045,,
1988m1,3.937854454541251,,,-.7744155440831342,,,4,,,4.026948,,,4.7371264,,,4.1767912,,,3.5,,,4.5552168,,,.87612802,,,.90189272,,,,,,6.3935513,,,4.5170617,,,4.1818752,,,3.3203087,,,3.9725909,,,.69601214,,,.79318476,,,-.15580575,,,6.5260057,,
1988m2,4.014563106796117,,,-.5265602874196096,,,4,,,4.4216723,,,4.7974043,,,4.2154179,,,3.5,,,3.3094382,,,1.2098531,,,.83154535,,,,,,6.3681083,,,4.7892017,,,4.2124968,,,3.387058,,,3.5591259,,,1.0832188,,,.71817845,,,,,,6.1319361,,
1988m3,3.65625,,,-.7301076968687428,,,4,,,3.9728041,,,3.5732527,,,4.1879182,,,2.5,,,2.0615528,,,.95529944,,,.90723187,,,-.39076817,,,9.3420286,,,3.7132616,,,4.1827164,,,2.7019401,,,3.3349752,,,.82145166,,,.82031,,,-.13453913,,,8.437561,,
1988m4,3.832980972515873,,,-.5945285035649673,,,4,,,4.3568807,,,4.0339842,,,4.2102208,,,3,,,4.0824828,,,1.1233233,,,.92720145,,,.22723608,,,7.0903897,,,4.0568337,,,4.1827216,,,3.0759277,,,2.5158889,,,1.2431072,,,.83515453,,,,,,7.1162138,,
1988m5,3.639442231075691,,,-.938586322764964,,,4,,,3.7901654,,,4.1040301,,,4.116056,,,3,,,5.4116278,,,.5015651,,,1.0568109,,,.17199735,,,8.8763008,,,4.1319103,,,4.0816426,,,3.0692573,,,4.261066,,,.24119717,,,.95358056,,,-.14005673,,,8.2939034,,
1988m6,4.511009249504942,,,-.0803658603177754,,,3,,,4.365365,,,3.9652822,,,3.9989426,,,3.5,,,1.5735916,,,1.0527729,,,.98809898,,,-.17870933,,,5.2670779,,,3.9316878,,,3.9902735,,,3.6698215,,,1.5985671,,,.96658307,,,.89988333,,,.31806549,,,5.0718575,,
1988m7,5.096153858732199,,,.5493074869445167,,,4,,,4.3445139,,,4.0286455,,,3.9041619,,,3,,,2.9037182,,,1.1180621,,,.93966264,,,.47509232,,,6.7895846,,,4.0942459,,,3.8839831,,,3.7407293,,,2.7303238,,,1.0621141,,,.85450906,,,.065914467,,,6.9640775,,
1988m8,5.03546679352962,,,.3683660798032671,,,3,,,3.777051,,,4.5618553,,,3.9406791,,,4.5,,,2.8643811,,,1.1038814,,,.98103625,,,.01083548,,,5.4064207,,,4.2571826,,,3.9115052,,,4.013598,,,2.7262082,,,.93724358,,,.89813668,,,.10712653,,,5.5925751,,
1988m9,4.243113722617717,,,-.3713832600851961,,,3,,,3.0916328,,,3.2429233,,,3.8931332,,,3,,,.20851441,,,1.5704125,,,1.0273184,,,-.23354016,,,7.0947061,,,3.2433977,,,3.8617635,,,2.421381,,,.43495527,,,1.5312973,,,.94021189,,,,,,7.1493626,,
1988m10,4.591891891891912,,,-.0755322736749338,,,4,,,4.1052213,,,3.6831055,,,3.8230805,,,3.5,,,3.3541019,,,.25772074,,,1.0947136,,,-.095552817,,,6.9089561,,,3.6947389,,,3.7851863,,,3.2855256,,,3.3333862,,,.21273707,,,1.0339662,,,.083010502,,,6.9496121,,
1988m11,4.535725082786685,,,-.1150476226693574,,,3,,,3.4273148,,,3.9443777,,,3.8246469,,,3,,,5.4160256,,,.77392602,,,1.0888017,,,-.13921261,,,6.2314749,,,3.8325906,,,3.7819781,,,2.9141302,,,2.8972459,,,.67485052,,,1.0446781,,,.023747643,,,6.5422063,,
1988m12,4.667205326558505,,,.0388681306896424,,,3,,,3.8073416,,,3.9019074,,,3.8221738,,,3.5,,,2,,,1.327662,,,1.0259607,,,-.13091604,,,5.8124886,,,3.9609601,,,3.7681189,,,3.5835855,,,1.1629598,,,1.2141001,,,.95188206,,,.044656906,,,5.3667083,,
1989m1,4.182782905913989,,,-.2704446446412088,,,3,,,3.5447295,,,3.6060712,,,3.7871029,,,3,,,1.7168632,,,1.539862,,,.9701153,,,-.23265848,,,7.4313874,,,3.6091573,,,3.756628,,,2.8099866,,,1.1674877,,,1.6217839,,,.87867206,,,.010254805,,,7.1889591,,
1989m2,4.076166329498196,,,-.4997525739825659,,,3,,,3.4674637,,,3.4735568,,,3.8688388,,,3,,,1.9493588,,,1.1081227,,,.90150005,,,-.29420269,,,6.1720719,,,3.4427164,,,3.8426425,,,2.784462,,,1.4777157,,,1.0849859,,,.80241358,,,.38228473,,,6.0896749,,
1989m3,4.609562665244971,,,.0610310466689365,,,3,,,3.7755899,,,3.9793794,,,3.9195216,,,3,,,3.0166206,,,.99956572,,,1.0415375,,,-.14068255,,,5.9361482,,,3.9028134,,,3.8998082,,,2.8783557,,,2.2213898,,,1.0629907,,,.93991423,,,.55401981,,,5.8754044,,
1989m4,4.285863995864832,,,-.3145209157261913,,,4,,,3.985338,,,4.0063877,,,3.9067833,,,3,,,3.9707263,,,.55249351,,,1.0789515,,,-.15107456,,,6.4540496,,,3.9695132,,,3.9019089,,,3.387795,,,3.558918,,,.22694971,,,.98704433,,,,,,5.9631658,,
1989m5,4.582259188286948,,,-.1493961834973355,,,3,,,4.1640759,,,4.2462168,,,3.9162147,,,3,,,4.5039663,,,.60127246,,,1.0438895,,,-.12749071,,,6.8246183,,,4.1537642,,,3.8924489,,,3.421381,,,3.987834,,,.2783536,,,1.0365579,,,.007278834,,,6.8137946,,
1989m6,4.458823529411784,,,-.0222780936600741,,,4,,,3.9728041,,,3.9785464,,,3.9166164,,,3.5,,,2.8077021,,,.95287502,,,.98979014,,,-.11776452,,,6.4820347,,,4.017529,,,3.8926947,,,4.078619,,,2.7378757,,,.84497064,,,.95950079,,,,,,5.8107548,,
1989m7,4.948152833137852,,,.3500272197475975,,,4,,,4.2733316,,,4.1392512,,,3.9978604,,,3.5,,,.57735026,,,1.5180577,,,1.0464778,,,-.089546748,,,5.7565274,,,4.209229,,,3.979053,,,3.7582302,,,.65019661,,,1.4502432,,,1.0010231,,,.073904186,,,5.7105074,,
1989m8,4.11206896551723,,,-.362457244953215,,,3,,,3.9510784,,,3.8297331,,,4.0089536,,,2.5,,,2.2509258,,,1.1106526,,,1.0369573,,,-.28120056,,,7.2085719,,,3.8514967,,,3.9801226,,,2.867703,,,2.2181633,,,1.0990211,,,.98675823,,,-.079740077,,,6.9601164,,
1989m9,3.462543483326961,,,-.9490405957812681,,,3,,,3.739696,,,3.9867899,,,4.029861,,,2.5,,,4.2740912,,,1.0121045,,,1.0403944,,,-.28679273,,,8.8895245,,,3.8758214,,,3.9969785,,,2.5769916,,,1.7155186,,,1.6597221,,,1.0320282,,,-.13780479,,,8.4036493,,
1989m10,4.142703586886101,,,-.4641517451148723,,,3,,,4,,,3.6096861,,,3.9875634,,,3,,,4.5825758,,,1.0529668,,,1.0907307,,,-.24266371,,,6.7017078,,,3.6113698,,,3.9631588,,,2.8941953,,,2.4552958,,,.9282701,,,1.105323,,,.40240681,,,6.7510386,,
1989m11,4.242009751332938,,,-.2991342560657285,,,3,,,3.6386907,,,4.2047539,,,3.9666812,,,3,,,3.86221,,,1.6183124,,,1.1236334,,,-.14425515,,,7.7740207,,,4.2199411,,,3.9315777,,,2.9594398,,,2.4925992,,,1.458686,,,1.1433864,,,.041941755,,,7.5517688,,
1989m12,4.075510204081637,,,-.50274884947348,,,3.5,,,3.8533285,,,4.0792155,,,3.9503112,,,3,,,3.4537764,,,.91387999,,,1.0465196,,,-.24514517,,,7.5220428,,,3.9124379,,,3.910084,,,2.9671445,,,3.1602271,,,.93460763,,,1.068782,,,,,,7.3990369,,
1990m1,4.524571822571058,,,.0237323314897179,,,4,,,3.642993,,,4.1945558,,,3.867275,,,3,,,3.3876526,,,.58342814,,,1.0489388,,,-.14935052,,,6.9831619,,,4.1212173,,,3.8255453,,,3.41925,,,3.3553286,,,.63437951,,,1.0577761,,,.036029696,,,6.8769069,,
1990m2,4.340292275574111,,,-.166745115438358,,,3,,,3.5068142,,,3.8655381,,,3.7941191,,,3,,,3.86221,,,1.0542991,,,1.0765871,,,-.12498808,,,6.3049908,,,3.8493867,,,3.7442856,,,3.1764154,,,2.1771491,,,.93800586,,,.98429644,,,.070989616,,,6.1003695,,
1990m3,4.426210946528291,,,-.1215066755576587,,,3,,,3.6370754,,,3.7906072,,,3.8196616,,,3,,,3.7416575,,,1.2489988,,,1.0753379,,,-.18787947,,,7.0682697,,,3.7333,,,3.7674556,,,3.1113944,,,2.0380142,,,1.1875415,,,.98224324,,,-.081057258,,,6.7398167,,
1990m4,4.217977709279692,,,-.3277509399519026,,,3,,,3.411025,,,3.9919219,,,3.8297927,,,3,,,3.597641,,,.82403445,,,1.0183613,,,-.18697184,,,9.3320169,,,4.0157847,,,3.7692189,,,2.7764006,,,3.7188542,,,.77880353,,,.93219787,,,.00080253882,,,9.2468262,,
1990m5,4.02568259334688,,,-.4690380522689823,,,3,,,3.6833098,,,3.0824072,,,3.9254441,,,3,,,,,,1.1324241,,,1.0164604,,,-.3640992,,,5.9060469,,,3.0906498,,,3.8913183,,,2.773665,,,1.0504631,,,.99996865,,,.91420668,,,.26455346,,,5.4671373,,
1990m6,4.205394190871383,,,-.3647282095545859,,,3,,,3.5201342,,,3.3283854,,,4.0257154,,,2.5,,,2.7537854,,,1.2609398,,,.94837934,,,-.30717236,,,7.3926082,,,3.1444836,,,3.9980829,,,2.6629415,,,1.455107,,,.9984054,,,.82423985,,,-.10456052,,,6.1379099,,
1990m7,4.150110375275951,,,-.3829010090454928,,,3,,,4.0234346,,,3.8395703,,,4.1817293,,,3,,,2.6457512,,,1.0417247,,,.82177597,,,-.23906596,,,6.4582901,,,3.8198986,,,4.1384854,,,3.0700972,,,2.8795216,,,.90979087,,,.70834887,,,,,,6.35812,,
1990m8,4.955974842767313,,,.3597487612659575,,,4,,,4.3008146,,,4.2959332,,,4.3404713,,,4.5,,,2.9309514,,,1.1055232,,,.6523217,,,.45160732,,,6.297092,,,4.2358127,,,4.3047457,,,3.9865258,,,2.6956563,,,1.0082778,,,.54441112,,,.1367964,,,6.1136832,,
1990m9,5.074688796680469,,,.5758389473870663,,,5,,,4.0541439,,,4.9400783,,,4.5507336,,,4.5,,,3.2386553,,,.89677161,,,.48827815,,,.0097826319,,,5.4374609,,,5.0113306,,,4.4772868,,,4,,,3.3708408,,,.77268708,,,.39662668,,,,,,5.1336632,,
1990m10,5.378825908268936,,,.9977212143684809,,,4,,,5.7853684,,,5.0969977,,,4.8327503,,,4,,,6.511528,,,-.02930161,,,.3407248,,,.09635146,,,6.9472857,,,5.0820985,,,4.7463741,,,4.1621904,,,5.2537975,,,-.17532198,,,.24618368,,,.20306803,,,6.8978024,,
1990m11,4.825572036980768,,,.4848676401650241,,,5,,,5.6339512,,,5.2696605,,,4.9979076,,,4.5,,,5.3023944,,,-.085131451,,,.17210513,,,-.033568602,,,6.3182783,,,5.1130085,,,4.8912954,,,4.3235846,,,5.1666336,,,-.10501287,,,.15075813,,,.075335063,,,6.5199437,,
1990m12,4.760532150776045,,,.2625640078934791,,,5,,,5.1338034,,,5.2192864,,,5.1233969,,,5,,,4.1274624,,,-.27608934,,,.079903863,,,-.1454574,,,5.5165162,,,5.2296462,,,5.0100894,,,4.3006711,,,4.5347471,,,-.28789815,,,.059559323,,,,,,5.384069,,
1991m1,4.049757078072949,,,-.3002529674467229,,,6,,,5.51017,,,5.8842826,,,5.2179184,,,5,,,5.6693506,,,-.6523577,,,.04648054,,,-.16550544,,,6.0755949,,,5.5686522,,,5.0990171,,,4.5,,,5.5255404,,,-.55125666,,,.040499963,,,-.023101157,,,6.2411966,,
1991m2,3.483230449414011,,,-1.031181268485165,,,5,,,4.7465129,,,5.6205568,,,5.1188726,,,3.75,,,4.9497476,,,-.19555615,,,-.065591194,,,,,,6.2003846,,,5.5124373,,,4.992383,,,4.0499191,,,5.2651582,,,-.3540183,,,-.074636579,,,-.18225802,,,6.6006079,,
1991m3,3.350104821802922,,,-1.094544892328633,,,5,,,4.7786846,,,4.8148041,,,5.0083156,,,3.5,,,5.8204117,,,-.25663701,,,.0041405675,,,.70786673,,,8.1222067,,,4.4487734,,,4.8856463,,,3.7445254,,,4.2207956,,,.13957542,,,.0053213779,,,,,,6.8417187,,
1991m4,3.963467136702067,,,-.6233495795797325,,,3.5,,,3.8614857,,,4.9689736,,,4.8853312,,,4,,,4.2260475,,,.2119132,,,.048113804,,,-.1983321,,,5.8977122,,,4.8890462,,,4.786397,,,3.2465129,,,4.6861315,,,.089001581,,,.038410865,,,.27897388,,,6.7788286,,
1991m5,3.745182012847975,,,-.8871998220816691,,,5,,,5.1336432,,,5.1466236,,,4.7245164,,,4,,,2.8520536,,,.80471331,,,.078669555,,,.75130159,,,5.0043087,,,5.0361624,,,4.6214647,,,3.77542,,,3.2019544,,,.83674353,,,.06137019,,,,,,5.2171655,,
1991m6,3.569105691056932,,,-.9136670905230914,,,4,,,3.9255166,,,4.0486684,,,4.5938811,,,2.5,,,5.4310064,,,-.111874,,,.21288939,,,-.45162186,,,9.770278,,,4.0516229,,,4.5214705,,,2.7136574,,,4.7702661,,,-.26354176,,,.17078163,,,-.24004246,,,10.300565,,
1991m7,3.419222903885492,,,-1.023807234181882,,,4,,,4.4317369,,,4.1019859,,,4.4883175,,,3,,,3.2983513,,,.59828424,,,.29645845,,,-.4206655,,,7.15241,,,4.1214695,,,4.4180398,,,3.0759277,,,3.5624683,,,.5442996,,,.28181452,,,,,,6.8816128,,
1991m8,3.671939950501298,,,-.7654085000675717,,,4,,,4.1717396,,,4.1627979,,,4.5428224,,,3,,,4.1092229,,,.31062767,,,.28729886,,,-.40453917,,,6.6277766,,,4.2197647,,,4.50804,,,3.0561688,,,3.9540024,,,.19279252,,,.22673781,,,-.1864554,,,6.5490832,,
1991m9,3.26213592233011,,,-1.17812178207011,,,4,,,4.2848988,,,3.771955,,,4.5694928,,,2.5,,,4.058661,,,-.0010875595,,,.24615252,,,-.47001985,,,7.9015431,,,3.7452543,,,4.5218759,,,3.0135977,,,3.8853912,,,-.081264243,,,.20251639,,,,,,7.6531124,,
1991m10,3.285140562249006,,,-1.115298957173445,,,4,,,3.7312243,,,4.7085657,,,4.5303998,,,2.5,,,5.1589127,,,.55562073,,,.12478787,,,-.33703607,,,8.9978895,,,4.6687055,,,4.4961381,,,2.663738,,,5.0445919,,,.43344635,,,.063467495,,,,,,9.4321489,,
1991m11,3.192419463312044,,,-1.281976446129456,,,5,,,4.3199286,,,4.6704822,,,4.5268383,,,3.5,,,3.6554854,,,.55656552,,,.13145818,,,.6678974,,,5.8813128,,,4.5815611,,,4.4980068,,,3.2137375,,,3.7984281,,,.64527762,,,.073115766,,,,,,5.8658962,,
