date,mean_fcast_msc,mean_fcast_sce,mean_fcast_ecb,mean_resid_msc,mean_resid_power_msc,mean_resid_sce,mean_resid_ecb,med_fcast_msc,med_fcast_sce,med_fcast_ecb,med_resid_msc,med_resid_power_msc,med_resid_sce,med_resid_ecb,iqr_msc,iqr_sce,iqr_ecb,iqr_resid_msc,iqr_resid_power_msc,iqr_resid_sce,iqr_resid_ecb,st_dev_msc,st_dev_sce,st_dev_ecb,st_dev_msc_ma,st_dev_sce_ma,st_dev_ecb_ma,quasi_st_dev_msc,quasi_st_dev_sce,quasi_st_dev_ecb,st_dev_trim_msc,st_dev_trim_sce,st_dev_trim_ecb,skew_msc,skew_sce,skew_ecb,skew_msc_ma,skew_sce_ma,skew_ecb_ma,mode_skewness_msc,mode_skewness_sce,mode_skewness_ecb,kurtosis_msc,kurtosis_sce,kurtosis_ecb,st_dev_resid_msc,st_dev_resid_power_msc,st_dev_resid_sce,st_dev_resid_ecb,st_dev_resid_msc_ma,st_dev_resid_power_msc_ma,st_dev_resid_sce_ma,st_dev_resid_ecb_ma,quasi_st_dev_resid_msc,quasi_st_dev_resid_power_msc,quasi_st_dev_resid_sce,quasi_st_dev_resid_ecb,st_dev_trim_resid_msc,st_dev_trim_resid_power_msc,st_dev_trim_resid_sce,st_dev_trim_resid_ecb,skew_resid_msc,skew_resid_power_msc,skew_resid_sce,skew_resid_ecb,skew_resid_msc_ma,skew_resid_power_msc_ma,skew_resid_sce_ma,skew_resid_ecb_ma,mode_skewness_resid_msc,mode_skewness_resid_power_msc,mode_skewness_resid_sce,mode_skewness_resid_ecb,kurtosis_resid_msc,kurtosis_resid_power_msc,kurtosis_resid_sce,kurtosis_resid_ecb,mean_fcast_lt_msc,mean_fcast_lt_sce,mean_fcast_lt_ecb,mean_resid_lt_msc,mean_resid_lt_power_msc,mean_resid_lt_sce,mean_resid_lt_ecb,med_fcast_lt_msc,med_fcast_lt_sce,med_fcast_lt_ecb,med_resid_lt_msc,med_resid_lt_power_msc,med_resid_lt_sce,med_resid_lt_ecb,iqr_lt_msc,iqr_lt_sce,iqr_lt_ecb,iqr_resid_lt_msc,iqr_resid_lt_power_msc,iqr_resid_lt_sce,iqr_resid_lt_ecb,st_dev_lt_msc,st_dev_lt_sce,st_dev_lt_ecb,st_dev_lt_msc_ma,st_dev_lt_sce_ma,st_dev_lt_ecb_ma,quasi_st_dev_lt_msc,quasi_st_dev_lt_sce,quasi_st_dev_lt_ecb,st_dev_trim_lt_msc,st_dev_trim_lt_sce,st_dev_trim_lt_ecb,skew_lt_msc,skew_lt_sce,skew_lt_ecb,skew_lt_msc_ma,skew_lt_sce_ma,skew_lt_ecb_ma,mode_skewness_lt_msc,mode_skewness_lt_sce,mode_skewness_lt_ecb,kurtosis_lt_msc,kurtosis_lt_sce,kurtosis_lt_ecb,st_dev_resid_lt_msc,st_dev_resid_lt_power_msc,st_dev_resid_lt_sce,st_dev_resid_lt_ecb,st_dev_resid_lt_msc_ma,st_dev_resid_lt_power_msc_ma,st_dev_resid_lt_sce_ma,st_dev_resid_lt_ecb_ma,quasi_st_dev_resid_lt_msc,quasi_st_dev_resid_lt_power_msc,quasi_st_dev_resid_lt_sce,quasi_st_dev_resid_lt_ecb,st_dev_trim_resid_lt_msc,st_dev_trim_resid_lt_power_msc,st_dev_trim_resid_lt_sce,st_dev_trim_resid_lt_ecb,skew_resid_lt_msc,skew_resid_lt_power_msc,skew_resid_lt_sce,skew_resid_lt_ecb,skew_resid_lt_msc_ma,skew_resid_lt_power_msc_ma,skew_resid_lt_sce_ma,skew_resid_lt_ecb_ma,mode_skewness_resid_lt_msc,mode_skewness_resid_lt_power_msc,mode_skewness_resid_lt_sce,mode_skewness_resid_lt_ecb,kurtosis_resid_lt_msc,kurtosis_resid_lt_power_msc,kurtosis_resid_lt_sce,kurtosis_resid_lt_ecb
2013m1,4.631211857018326,,,.8304529957588976,,,,3,,,-.21697317,,,,3,,,3.7193947,,,,3.9202456,,,4.1906309,,,4.5,,,,,,1.4867127,,,1.1094784,,,-.11460391,,,5.6481876,,,3.8724406,,,,4.1877379,,,,3.8714576,,,,.62263137,,,,1.2711568,,,,1.0174729,,,,.24900079,,,,4.9094796,,,,3.682395644283131,,,.1981320236206937,,,,3,,,-.41841903,,,,3,,,3.1266384,,,,3.3489301,,,3.2920437,,,2,,,1.5864005,,,1.7234337,,,1.1008401,,,.19567533,,,7.8535137,,,3.4206424,,,,3.3161123,,,,2.3181591,,,,1.516372,,,,1.4733977,,,,.88901472,,,,.026795013,,,,6.826704,,,
2013m2,4.430594900849877,,,.4402170731487445,,,,3,,,-.22643659,,,,3.5,,,3.9726853,,,,4.6736054,,,4.1023178,,,4.5,,,1.7043362,,,1.5079374,,,1.2141076,,,-.10196892,,,5.6651435,,,4.6540575,,,,4.09689,,,,4.0149956,,,,1.6327226,,,,1.4444335,,,,1.1115541,,,,,,,,5.5672026,,,,3.608040201005005,,,.1420465538656443,,,,3,,,-.22459689,,,,4,,,3.2103667,,,,3.3417709,,,3.2705796,,,2,,,1.8725747,,,1.4751983,,,1.1697724,,,.14038537,,,8.1484632,,,3.4407506,,,,3.2757413,,,,2.3488989,,,,1.9006553,,,,1.2855901,,,,.9558624,,,,-.011401694,,,,7.5709314,,,
2013m3,4.08623853211009,,,.1915004310258177,,,,3,,,-.31788045,,,,3,,,3.4459448,,,,3.5207627,,,4.0845861,,,3,,,0,,,1.5385361,,,1.2800841,,,-.27177718,,,7.3859873,,,3.6434228,,,,4.0537424,,,,2.7301233,,,,1.6664207,,,,1.466821,,,,1.1696472,,,,,,,,7.4176011,,,,3.440952380952362,,,-.1177434453499122,,,,3,,,-.60391414,,,,4,,,2.9703102,,,,3.0321712,,,3.1837082,,,2,,,.95100564,,,1.5335287,,,1.234403,,,.1140038,,,5.9657254,,,3.0547912,,,,3.1776719,,,,2.0556023,,,,1.0954593,,,,1.4639428,,,,1.0206703,,,,-.093142092,,,,6.3044081,,,
2013m4,4.393939393939399,,,.4310748339386957,,,,3,,,-.36365455,,,,3,,,3.6074905,,,,4.0948443,,,4.0781994,,,3.5,,,1.5275252,,,1.6249913,,,1.4140898,,,-.1560472,,,6.657124,,,4.0726457,,,,4.0331931,,,,3.3417981,,,,1.2840598,,,,1.6326598,,,,1.3054461,,,,-1.1938261,,,,7.0129652,,,,3.410958904109605,,,-.2011118832990578,,,,3,,,-.26717442,,,,4,,,2.9817412,,,,3.4160213,,,3.1636965,,,2,,,3.4408536,,,1.1411681,,,1.4147522,,,.13468185,,,11.517047,,,3.2855706,,,,3.1492825,,,,2.189342,,,,3.5576124,,,,.55009973,,,,1.2023488,,,,,,,,12.958865,,,
2013m5,4.138840070298782,,,.1624859293176993,,,,3,,,-.81078577,,,,4,,,3.6454988,,,,4.3231015,,,3.9869227,,,4.5,,,6.0759087,,,.93203449,,,1.5190967,,,.23547581,,,6.3482327,,,4.2348652,,,,3.9137166,,,,3.692555,,,,3.6240013,,,,.87961894,,,,1.4269116,,,,,,,,7.0265021,,,,3.520037278657952,,,-.0132736588218605,,,,3,,,-.51305801,,,,4,,,3,,,,3.3927681,,,3.1743839,,,2,,,2.9984124,,,.99152362,,,1.6246269,,,.13551477,,,6.9156642,,,3.3777242,,,,3.1532199,,,,2.1710832,,,,3.0287645,,,,.69554996,,,,1.4251496,,,,,,,,6.9373345,,,
2013m6,3.639157155399488,5.376810576856137,,-.3959684909332882,,.3676836050888709,,3,3,,-.80764371,,-.66254008,,4,3,,3.6148906,,3.198571,,3.6160388,4.376616,,3.9508092,5.3208756,,2.5,3,,1.5275252,4.3750534,,1.5906723,.7546798,,1.4140794,.30358356,,.17579673,.5640294,,7.3318772,8.7430668,,3.5825877,,4.3224158,,3.8796992,,5.1947241,,2.5931232,,2.9167912,,1.5594603,,4.5898385,,1.4253973,,.38950256,,1.3090483,,.035367846,,,,.011689075,,7.1295362,,9.523736,,3.623955431754888,5.993270892023251,,.0685228520186847,,1.233284327725416,,3,4,,-.49343768,,-.14377774,,3,4,,3.1875045,,3.5013418,,3.1298623,4.5301919,,3.1469569,5.3624835,,2,3,,1.4491377,3.9783695,,1.6978662,.78268886,,1.5594413,.22189187,,.20503528,.37081876,,7.4946814,7.2033644,,3.0624218,,4.4017296,,3.1253519,,5.2290502,,2.0670335,,3.1733627,,1.3260188,,3.9638152,,1.5994748,,.45290968,,1.3675243,,-.0087517742,,-.3267644,,.10896676,,7.2748237,,7.4458213,
2013m7,3.965254237288137,5.882624277064592,,-.0704101246119876,,.5424742601542214,,3,4,,-.57444108,,-.70296341,,4,4,,3.2235641,,4.1538963,,3.6284034,4.9273009,,3.8596418,5.624815,,2.5,4,,.57735026,4.9430084,,1.7057793,.45104504,,1.3148139,.10388253,,.23732509,-.01586386,,6.9016848,7.2373791,,3.3888597,,4.7995276,,3.7966113,,5.526607,,2.3850758,,3.5769482,,.87936705,,4.8113689,,1.5740424,,.20146671,,1.1949749,,-.15381449,,.042643908,,.3021968,,6.7898588,,7.585362,,3.252189141856408,7.114096456886744,,-.2478195885934631,,2.176795171916413,,3,4,,-.67812389,,.034359578,,2,5,,2.1513252,,4.4619608,,2.5525708,5.0946636,,3.1523776,5.4869285,,2,4,,.5,4.6249838,,1.9913023,.1568628,,1.58966,.17378032,,.099001162,-.01578992,,8.2127991,6.6499143,,2.4492071,,4.8976636,,3.1042893,,5.42414,,1.9076495,,3.7437654,,.65292925,,4.3614807,,1.8262063,,-.098458536,,1.4211596,,-.044307951,,-.11538703,,-.0083453692,,8.0044947,,6.7177396,
2013m8,4.167259786476868,5.906329945405892,,.1606270549114962,,.9002023502845803,,3,4,,-1.0612614,,-.32331371,,4,4,,4.0273619,,4.2272496,,4.3458543,5.5088902,,3.8999777,5.7272243,,3.5,4,,2.1213202,5.4586434,,1.8527023,.52031428,,1.341848,.1008661,,.24315989,.38338256,,6.8097668,6.0997396,,4.252337,,5.3226829,,3.8082943,,5.5871663,,3.6621034,,3.7634232,,1.1978396,,5.382946,,1.8036681,,.23372865,,1.2132174,,-.17784759,,.54650187,,.15745629,,6.8804741,,6.6453338,,3.509859154929584,6.01087556686298,,-.0278927975479269,,1.342908145632925,,3,4,,-.67812389,,.19143654,,4,5.5,,3.0182588,,4.3438263,,3.3783355,5.6854672,,3.1923325,5.460618,,2,4,,1.5055453,4.4569488,,2.2490287,.18897454,,1.601676,.088357903,,.1457763,.024305457,,10.932187,5.5242386,,3.3395984,,5.6096711,,3.1382983,,5.3978858,,2.1259718,,3.5283308,,1.5540899,,4.778821,,2.1146419,,-.0030287723,,1.4261957,,-.18091199,,,,.15389371,,10.737849,,5.7358732,
2013m9,4.20773759461734,5.13243863496269,,.1808379043684648,,.0406416195184321,,3,4,,-.22643659,,-.32331371,,3,3.7,,3.567733,,4.2623162,,3.7594485,5.0891724,,3.8746161,5.7389002,,3,4,,1.3972763,5.4366984,,1.4325052,-.22879557,,1.3412728,.15720002,,.28131139,-.061622065,,5.8069534,7.4300127,,3.5222323,,4.9367089,,3.7808292,,5.5812221,,2.5115707,,3.5844321,,1.3764622,,5.2446637,,1.3444062,,-.30443153,,1.200911,,-.12567031,,,,,,6.207067,,7.1901426,,3.657091561938973,5.141091605822985,,.1491607113348437,,.328753035102091,,3,4,,-.11484879,,.031823628,,3,6,,2.7375507,,5.1920204,,2.9770253,5.9431968,,3.137229,5.5678535,,2,3.5,,1.5015144,5.6631641,,1.8185924,-.74811232,,1.6060266,-.00062036514,,.18637352,.1959869,,9.0480785,6.777554,,2.9482725,,5.9155321,,3.094032,,5.515975,,2.1138124,,3.8441093,,1.4192559,,6.0059266,,1.8174425,,-.98712838,,1.443341,,-.28752485,,.025525672,,-.026383836,,9.4490461,,7.1393018,
2013m10,3.513259195893932,4.12829624540819,,-.243153657512627,,-1.321902639038486,,3,4,,-.5477286,,-.32331371,,4,6,,3.6148906,,4.6693792,,3.5952251,6.7023993,,3.8206756,5.850225,,2.5,4.5,,4.7696962,5.1979017,,.54155636,.020674311,,1.3974676,.11538553,,.15133208,.29018196,,7.1830611,4.5013137,,3.5662849,,6.5922852,,3.7175391,,5.6811833,,2.5486691,,4.0317941,,3.4173822,,5.6690989,,.2103869,,-.34342715,,1.2747204,,-.18098143,,-.028313013,,.080940284,,7.9966083,,5.0666251,,3.302841918294834,6.386023896590509,,-.042370689544748,,1.620986785368265,,3,5,,-.26717442,,.68916845,,3,7,,2.9054415,,5.1800823,,3.1020861,5.5588984,,3.1095607,5.63905,,2,4,,2.9576373,3.5103023,,1.1367637,.72904545,,1.6725938,-.034015536,,.10509664,.21570949,,9.6765413,3.8586817,,3.1698306,,5.3206544,,3.0446994,,5.5733576,,2.1046829,,4.0823193,,2.7563715,,3.6472573,,.95477045,,.59194714,,1.5373702,,-.30847409,,,,-.0278401,,9.7659569,,4.315887,
2013m11,3.640365448505002,2.614491443370635,,-.2619807300947669,,-2.181490948739587,,3,3,,-.70641488,,-1.1568961,,4,3,,3.5234466,,3.9171147,,3.853097,7.1445112,,3.8644288,6.137454,,3,4.5,,5.9888787,7.5636978,,.61454791,-.89462268,,1.3760633,.030098625,,.17276503,.20895806,,7.8326526,6.6474919,,3.9062655,,7.1860213,,3.7630377,,5.9699473,,3,,3.9352002,,3.8699703,,8.0203047,,.41777319,,-1.0997262,,1.262323,,-.25189826,,,,,,8.1230116,,7.0632787,,3.625794732061745,2.400035368811772,,.2256849413858702,,-2.313654981857192,,3,3,,-.25501505,,-.47395951,,3,5,,2.6990538,,4.3226814,,3.3905571,6.1091528,,3.1012762,5.8802719,,2,4.3000002,,2.5298221,3.4330328,,1.7471668,-.066777423,,1.6887088,-.14139466,,.19095266,.17862955,,8.7976503,4.8105063,,3.2511883,,6.3995905,,3.0495083,,5.8258076,,2.0825839,,3.895205,,1.2365624,,4.1204205,,1.7683077,,-.22208883,,1.5465925,,-.41369045,,.080946341,,-.026250504,,7.6942015,,5.1206131,
2013m12,4.110455311973038,5.359683610308023,,.2732225071779636,,.2118404936524962,,3,3.5,,-.47999164,,-.72929537,,3,4,,3.2473965,,4.742836,,3.883786,6.3416815,,3.8501389,6.3699622,,3,4.5,,1.4240006,6.7118788,,1.7818427,.082767561,,1.3577824,-.13790342,,.23852509,.31870383,,7.575891,5.315659,,3.74857,,5.9505239,,3.7588272,,6.2098203,,2.6400199,,3.8948646,,1.4801261,,6.9735894,,1.6310033,,-.32204619,,1.2580667,,-.43418184,,.53141612,,.42766348,,7.2408938,,6.6501241,,3.525991189427284,5.052959438956122,,.0977982680715428,,.3421280696167842,,3,4,,-.52679878,,.041629512,,2,3.75,,2.6859453,,3.012908,,3.3917658,5.3027558,,3.1467803,6.1278777,,2,4,,2.0428419,7.3812304,,1.6416721,-.4241766,,1.6580962,-.26401475,,.13093163,-.040137187,,7.6180716,8.9247761,,3.3608713,,5.2403607,,3.0985696,,6.1094089,,2.0123875,,3.484761,,2.3223653,,7.7798538,,1.5092688,,-1.0005362,,1.5375472,,-.53279841,,.00096318789,,,,7.7576456,,10.670754,
2014m1,3.920484010371639,6.635568187143014,,.0051839356297374,,1.332232099729848,,3,3,,-.67238146,,-.32331371,,4,8,,3.5465879,,6.4295835,,3.866591,5.8206301,,3.7994757,6.3614044,,2.5,4,,2.9860787,4.4986773,,1.6198148,.55153751,,1.3073022,-.13647315,,.20303333,.45539024,,7.735877,3.6473138,,3.82546,,5.5396113,,3.7155931,,6.2091722,,2.4996545,,5.2936854,,2.1855152,,4.7116475,,1.521903,,.23957066,,1.2060257,,-.42622286,,.46196926,,.15912201,,7.8696136,,3.9402456,,3.289211242067067,4.615086159413375,,-.1366845331994144,,-.4255980113616146,,3,4,,-.26717442,,.14514704,,2,4,,2.5422931,,3.5420446,,2.920089,6.3185024,,3.1014249,6.176743,,2,4,,3.5929224,5.0909314,,1.1803237,-.62346822,,1.6355855,-.38697964,,.097683974,.22046471,,9.5676775,5.5262299,,2.8871753,,6.3425961,,3.0577877,,6.1642122,,1.9083376,,3.3387017,,2.8900876,,5.4590197,,.70440704,,-1.0338148,,1.5167112,,-.66128331,,-.069118641,,,,9.7574005,,6.1894293,
2014m2,4.374892519346529,6.758807013958979,,.6163012662069394,,1.750590710776635,,3,4.8499999,,-.18283498,,-.17031938,,3,6,,3.449789,,5.7511835,,3.8376365,6.7408228,,3.7315204,6.565824,,3,4,,2.2144845,7.491662,,1.4377873,-.21913043,,1.221826,-.18043907,,.30928305,.082969934,,7.2241073,5.7129798,,3.6652548,,6.4808717,,3.6755657,,6.4206758,,2.7381446,,4.4321017,,1.6690325,,8.2576447,,1.5439036,,-.62347037,,1.0962175,,-.50568932,,,,.32648891,,7.0426145,,6.9004369,,3.686395759717322,6.105771774736614,,.3774588784379062,,1.402151890554203,,3,4,,-.12397817,,.20340505,,3,7,,3.0068705,,6.3455863,,3.1437547,6.2086201,,3.104991,6.1769071,,2,5,,3.0271499,6.9021516,,1.5906289,-.30117691,,1.5878397,-.42463893,,.19044934,.42243323,,9.4104071,5.8039627,,2.9337299,,6.0324183,,3.0564811,,6.1702056,,2.0761628,,4.1462178,,1.239835,,6.4828863,,1.5418125,,-.47606808,,1.4432385,,-.69040424,,.086952277,,,,7.1487746,,5.8335881,
2014m3,4.160833953834731,6.786018592737351,,.2772124894465536,,1.583451918748587,,3,4,,-.30462307,,-.55093837,,3,7.9000001,,3.5097623,,6.1340852,,4.0098171,6.961679,,3.6961856,6.5533128,,3.5,4.5,,4.163332,6.165225,,1.3980339,-.012902386,,1.3016651,-.19662327,,.28963721,.10215697,,6.6170712,4.7713542,,3.9920745,,6.9212952,,3.6400304,,6.4069738,,3.4680912,,4.7665539,,2.3093104,,7.5971627,,1.3138202,,-.24874891,,1.2082158,,-.51111937,,.15325619,,,,6.39048,,5.3825951,,3.46397466349959,5.323844789891188,,.0338416034656188,,.4110357629328032,,3,4.5,,-.32682812,,.16095836,,2,6,,2.4171915,,5.9257679,,3.0553005,6.7011919,,3.0878763,6.1405487,,2,4,,2.0254788,4.2381964,,1.842901,-.18372327,,1.6132907,-.53174931,,.15480405,-.00052179478,,9.6612892,4.3618078,,3.1057014,,6.6737809,,3.0360858,,6.1658549,,2.02215,,4.2480989,,1.8025241,,5.2657223,,1.6824746,,-.49403757,,1.4748197,,-.79960811,,.0142449,,.43254617,,9.3873119,,4.8466635,
2014m4,4.016406250000023,4.866394634365035,,.0791402541924517,,-.2255408228660507,,3,4,,-.38169801,,-.44621372,,3,4.5,,3.6018972,,3.9828908,,3.499794,7.0198736,,3.6769936,6.4752512,,3,4,,0,8.793417,,1.5412513,-1.0609734,,1.3165289,-.14019789,,,-.099077679,,6.0392628,7.2439094,,3.3509662,,6.9583831,,3.6085441,,6.2955937,,2.9780669,,3.4230518,,.47203344,,9.3274975,,1.5357355,,-1.4390855,,1.2380364,,-.48668131,,.10614368,,,,6.5029602,,8.293539,,3.736666666666677,4.506020881832304,,.2293432764281947,,-.1713746205043173,,3,4,,-.27630383,,.055847757,,3,6,,2.8783994,,5.0225201,,2.9621086,7.3231153,,3.027581,6.0390792,,2,4,,.83666003,8.099824,,1.7157885,-.94671798,,1.5386583,-.53817242,,.21685943,.22504081,,6.4521451,6.2754283,,2.8907585,,7.4500747,,2.9763985,,6.0184059,,1.9288621,,4.3038812,,.70313519,,8.2013254,,1.7447991,,-1.1704302,,1.4408047,,-.83157933,,.039004851,,.11010461,,6.9192386,,6.7774315,
2014m5,4.489736070381239,6.261958512687023,,.631350537325538,,1.176903182760571,,3,5,,-.18283498,,-.15689613,,3,7,,3.7639933,,5.2496381,,3.8898854,5.4318686,,3.605031,6.4657927,,3.5,4,,.76200074,4.1253099,,1.3983808,.53318673,,1.2534676,-.16055162,,.35926902,.13983071,,5.1296759,4.3789778,,3.8632305,,5.3168492,,3.5397496,,6.2974033,,3.1315286,,3.7073338,,1.0377326,,4.616436,,1.3352997,,.30535939,,1.1500087,,-.48858961,,.22620575,,,,5.2035451,,4.9199662,,3.546656298600289,5.777162513097202,,.0686114802228617,,1.044518614538188,,3,5,,-.47381732,,.6660592,,3,6,,2.7475054,,4.9257679,,2.9701381,6.1252527,,2.9405329,5.9762645,,2,3.5,,.85485041,6.3603888,,2.0464325,-.91770959,,1.5344108,-.44379437,,.16053839,.046496049,,8.977663,6.9202232,,2.9725611,,6.1029019,,2.8747067,,5.9148932,,2.0949204,,3.5169945,,.81801599,,6.5942397,,1.9271181,,-1.1593932,,1.3844833,,-.68715727,,-.0063245972,,.13848208,,8.656971,,7.2877717,
2014m6,3.443517816527673,4.934567053373247,,-.3721270936789553,,-.3611963098785846,,3,4.75,,-.58093762,,-.069577567,,3,6,,3.3174982,,4.7731533,,3.1478512,6.9289503,,3.549952,6.5046501,,2,4,,2.2583179,6.3532381,,.66321886,-.62448883,,1.1250491,-.25215313,,.13816427,-.060024861,,5.7623281,5.9806018,,3.1619844,,6.8402424,,3.5054655,,6.3764992,,2.2539122,,4.4582338,,2.6544981,,7.3026404,,.35613233,,-1.0196297,,1.0114866,,-.58793235,,-.018646101,,.029785022,,6.0420961,,6.69103,,3.414068745003989,5.448157473131462,,-.0243156001303069,,.7806673074942869,,3,5,,-.41841903,,1.0318236,,2,7,,2.2994788,,5.8644981,,3.0091186,5.944674,,2.9111831,5.8484855,,2,4,,2.0564938,6.7867966,,1.38888,-1.0870457,,1.5333327,-.37045866,,.10930233,.080532625,,6.8481617,7.3988109,,2.9365141,,5.9694715,,2.8532062,,5.7830467,,2.0381901,,3.9801974,,2.2174153,,7.0126681,,1.1561879,,-1.2492162,,1.4192529,,-.61081809,,-.041963253,,,,7.1001487,,7.9312682,
2014m7,4.35855546001721,6.878124340111637,,.4034491729470662,,1.935324744464261,,3,5,,-.21994005,,-.15689613,,3,8,,3.3601956,,6.5220537,,3.2772117,6.5897999,,3.5421033,6.5902963,,3.5,4,,0,6.5396228,,1.2601084,-.12498349,,1.0078127,-.22514151,,.38671935,.093798019,,4.8464193,5.1902533,,3.2464674,,6.4689646,,3.5069611,,6.4653001,,3.3139753,,4.7171502,,.49293405,,7.0584426,,1.2183717,,-.39229745,,.81855464,,-.53289986,,.20702995,,.56746006,,4.8365154,,5.7887416,,3.339534883720942,5.822008372935673,,-.1636457232658018,,1.229718006972177,,3,5,,-.42890346,,.041629512,,3,5,,3.0281117,,5,,2.9480541,5.2316742,,2.8712742,5.960938,,2,4,,3.4721112,5.4451814,,1.365823,-.23494831,,1.4295584,-.35318041,,.43845618,.43437338,,11.64714,5.8501463,,2.9862726,,5.2815013,,2.8348379,,5.9096298,,2.1059117,,3.8057606,,2.6613624,,5.4996004,,1.2390018,,-.39088774,,1.2661412,,-.59864444,,.26530337,,,,11.84213,,5.665051,
2014m8,3.87292817679556,5.610281354606475,,.0194224030825296,,.5261201633114091,,3,4,,-.46471331,,-.15689613,,3,6,,3.2406087,,5.0066996,,3.6803703,6.441956,,3.4593537,6.5911031,,3,4,,3.7161167,7.924932,,.74832195,-.38679427,,.87404412,-.27614707,,.22182371,.45955727,,5.4226723,6.5256534,,3.6228898,,6.1836014,,3.4201031,,6.4703956,,2.9003801,,3.5,,2.7660973,,8.1615305,,.68615854,,-.87978375,,.65188503,,-.58642668,,.077880085,,,,5.9804764,,7.9762111,,3.320331950207453,5.273542456394691,,-.0620171043710037,,.5588160531983702,,3,5,,-.4761827,,.20647068,,2,4,,2.2441905,,4.4269624,,2.8479002,5.1959243,,2.8171241,5.8619037,,2,4,,2.6720228,4.8397031,,1.0754749,-.12458526,,1.4006568,-.40877041,,.065383896,.41836822,,7.91044,6.0807996,,2.7140014,,5.0725484,,2.7694652,,5.8067355,,1.8113863,,3.1670563,,1.3931608,,5.2569156,,1.4621724,,-.50982976,,1.2182473,,-.64364558,,-.060871597,,,,7.4623103,,7.3578639,
2014m9,3.780529461998285,4.920918614559312,,-.2207584589045215,,-.0717443946969205,,3,3,,-.47314188,,-.61807048,,3,5,,3.19239,,4.187438,,3.2361217,6.2565527,,3.4865091,6.5778685,,2,4,,2.0860918,5.6584325,,1.2142911,-.10041603,,.75587773,-.20922707,,.23754659,.24020532,,6.1723871,5.6611161,,3.1294184,,5.9668121,,3.4725108,,6.4423561,,2.3070996,,4.065032,,2.136709,,6.6280341,,.83875334,,-.33922085,,.51815093,,-.49541265,,.030944565,,.047126196,,6.3261576,,6.7760248,,3.277876106194668,5.908596569470093,,-.2898692449488168,,1.167378865234943,,3,4,,-.53592819,,.35715091,,3,4,,2.7863522,,3.837893,,2.6083317,4.7374272,,2.7841508,5.6456847,,2,4,,2.5634797,3.4770308,,1.6034448,.42522588,,1.4128487,-.26891837,,.10714182,.0089789694,,8.3696842,5.0681605,,2.4456468,,4.3087449,,2.7474287,,5.5495696,,2,,3.5044515,,1.6382964,,3.628921,,1.0023769,,.29926181,,1.1885791,,-.4911904,,.35818198,,,,7.0558991,,5.5448999,
2014m10,3.376884422110578,4.320251130194677,,-.5720424388202435,,-.6286096251267335,,3,3,,-1.0253179,,-1.1550965,,3,3,,3.1019013,,4.2563381,,3.3708799,6.1703477,,3.4650111,6.8175869,,2,4.5,,4.980916,5.7702212,,.46404901,-.27287611,,.62694967,-.2908794,,.097916648,,,8.4386101,5.9863391,,3.5169034,,6.2514739,,3.4435444,,6.6803846,,2.2903631,,3.7727981,,3.7354076,,6.4717536,,.27520511,,-.65451425,,.3685188,,-.57784498,,-.082701512,,,,8.7374706,,6.7863188,,3.069603524229054,4.743020959059733,,-.3726639274556892,,.0294383312163263,,3,4,,-.56503987,,-.0016932599,,2,4,,2.3679798,,4.334785,,2.6559422,5.1684909,,2.7631774,5.7407141,,2,4,,2.5237434,4.4080763,,1.1706208,.036553103,,1.3582218,-.25296554,,.011604846,.30211434,,9.5770063,5.2278552,,2.6936686,,5.1559777,,2.7299416,,5.6478095,,1.8953171,,3.5780156,,2.129745,,5.031189,,1.0173327,,-.34676182,,1.1262422,,-.4755308,,.21980144,,.016031938,,8.7366381,,5.9055939,
2014m11,3.154305200341013,5.71062934852853,,-.8457216761422612,,.5542359632193111,,3,3.2,,-.81955987,,-.90014648,,4,7,,3.2023463,,6.0572004,,3.7669976,7.5116401,,3.4761631,6.6747928,,2,5,,4.1339741,5.3992143,,.38265932,.023974136,,.64612222,-.24808693,,.054499093,,,7.9237418,4.0909071,,3.6787162,,7.2800798,,3.4457812,,6.5445156,,2.4068768,,4.669858,,4.0469942,,5.7254834,,-.19248484,,-.1281777,,.39662316,,-.53130341,,-.13186277,,.14304979,,8.4713163,,4.3567977,,2.944639718804897,4.10016205607364,,-.5473853389439859,,-.7021073719546397,,3,4,,-.59478474,,-.40038767,,2,6,,2.4845004,,6.1355019,,2.7845733,7.2206926,,2.7368867,5.7031898,,2,5,,3.5830288,4.8885002,,.6566599,-.14567272,,1.3168988,-.16137813,,-.0073290057,.34728438,,10.63307,4.3392029,,2.7684174,,7.1716652,,2.7102776,,5.5956688,,1.8502057,,5.1708646,,3.1754448,,5.4488163,,.16380768,,-.36650544,,1.0846889,,-.39589563,,-.19079325,,.14091517,,10.218349,,4.8171415,
