date,mean_fcast_msc,mean_fcast_sce,mean_fcast_ecb,mean_resid_msc,mean_resid_power_msc,mean_resid_sce,mean_resid_ecb,med_fcast_msc,med_fcast_sce,med_fcast_ecb,med_resid_msc,med_resid_power_msc,med_resid_sce,med_resid_ecb,iqr_msc,iqr_sce,iqr_ecb,iqr_resid_msc,iqr_resid_power_msc,iqr_resid_sce,iqr_resid_ecb,st_dev_msc,st_dev_sce,st_dev_ecb,st_dev_msc_ma,st_dev_sce_ma,st_dev_ecb_ma,quasi_st_dev_msc,quasi_st_dev_sce,quasi_st_dev_ecb,st_dev_trim_msc,st_dev_trim_sce,st_dev_trim_ecb,skew_msc,skew_sce,skew_ecb,skew_msc_ma,skew_sce_ma,skew_ecb_ma,mode_skewness_msc,mode_skewness_sce,mode_skewness_ecb,kurtosis_msc,kurtosis_sce,kurtosis_ecb,st_dev_resid_msc,st_dev_resid_power_msc,st_dev_resid_sce,st_dev_resid_ecb,st_dev_resid_msc_ma,st_dev_resid_power_msc_ma,st_dev_resid_sce_ma,st_dev_resid_ecb_ma,quasi_st_dev_resid_msc,quasi_st_dev_resid_power_msc,quasi_st_dev_resid_sce,quasi_st_dev_resid_ecb,st_dev_trim_resid_msc,st_dev_trim_resid_power_msc,st_dev_trim_resid_sce,st_dev_trim_resid_ecb,skew_resid_msc,skew_resid_power_msc,skew_resid_sce,skew_resid_ecb,skew_resid_msc_ma,skew_resid_power_msc_ma,skew_resid_sce_ma,skew_resid_ecb_ma,mode_skewness_resid_msc,mode_skewness_resid_power_msc,mode_skewness_resid_sce,mode_skewness_resid_ecb,kurtosis_resid_msc,kurtosis_resid_power_msc,kurtosis_resid_sce,kurtosis_resid_ecb,mean_fcast_lt_msc,mean_fcast_lt_sce,mean_fcast_lt_ecb,mean_resid_lt_msc,mean_resid_lt_power_msc,mean_resid_lt_sce,mean_resid_lt_ecb,med_fcast_lt_msc,med_fcast_lt_sce,med_fcast_lt_ecb,med_resid_lt_msc,med_resid_lt_power_msc,med_resid_lt_sce,med_resid_lt_ecb,iqr_lt_msc,iqr_lt_sce,iqr_lt_ecb,iqr_resid_lt_msc,iqr_resid_lt_power_msc,iqr_resid_lt_sce,iqr_resid_lt_ecb,st_dev_lt_msc,st_dev_lt_sce,st_dev_lt_ecb,st_dev_lt_msc_ma,st_dev_lt_sce_ma,st_dev_lt_ecb_ma,quasi_st_dev_lt_msc,quasi_st_dev_lt_sce,quasi_st_dev_lt_ecb,st_dev_trim_lt_msc,st_dev_trim_lt_sce,st_dev_trim_lt_ecb,skew_lt_msc,skew_lt_sce,skew_lt_ecb,skew_lt_msc_ma,skew_lt_sce_ma,skew_lt_ecb_ma,mode_skewness_lt_msc,mode_skewness_lt_sce,mode_skewness_lt_ecb,kurtosis_lt_msc,kurtosis_lt_sce,kurtosis_lt_ecb,st_dev_resid_lt_msc,st_dev_resid_lt_power_msc,st_dev_resid_lt_sce,st_dev_resid_lt_ecb,st_dev_resid_lt_msc_ma,st_dev_resid_lt_power_msc_ma,st_dev_resid_lt_sce_ma,st_dev_resid_lt_ecb_ma,quasi_st_dev_resid_lt_msc,quasi_st_dev_resid_lt_power_msc,quasi_st_dev_resid_lt_sce,quasi_st_dev_resid_lt_ecb,st_dev_trim_resid_lt_msc,st_dev_trim_resid_lt_power_msc,st_dev_trim_resid_lt_sce,st_dev_trim_resid_lt_ecb,skew_resid_lt_msc,skew_resid_lt_power_msc,skew_resid_lt_sce,skew_resid_lt_ecb,skew_resid_lt_msc_ma,skew_resid_lt_power_msc_ma,skew_resid_lt_sce_ma,skew_resid_lt_ecb_ma,mode_skewness_resid_lt_msc,mode_skewness_resid_lt_power_msc,mode_skewness_resid_lt_sce,mode_skewness_resid_lt_ecb,kurtosis_resid_lt_msc,kurtosis_resid_lt_power_msc,kurtosis_resid_lt_sce,kurtosis_resid_lt_ecb
1998m10,2.489479512735329,,,-1.751713483100503,,,,2,,,-2.1520956,,,,4,,,3.4342487,,,,3.0651891,,,3.1490233,,,2.5,,,3.12872,,,.3035751,,,.60623729,,,.79349208,,,6.427712,,,2.9057679,,,,3.0775936,,,,2.2087409,,,,2.3526115,,,,.7156595,,,,.47673216,,,,,,,,6.8194413,,,,3.225581395348847,,,-.6030467476550144,,,,3,,,-.87647712,,,,3,,,2.6200497,,,,2.7330177,,,2.6843231,,,2,,,2.2973413,,,1.5889337,,,1.0637994,,,.10810559,,,9.3840284,,,2.5839162,,,,2.6041644,,,,1.8214557,,,,1.8837276,,,,1.1756188,,,,.83099961,,,,.039974861,,,,8.6196833,,,
1998m11,2.666311300639669,,,-1.630517515039188,,,,2,,,-2.1255293,,,,4,,,3.6009421,,,,3.6773539,,,3.1537802,,,2.5,,,4.8785243,,,-.050592307,,,.53157806,,,.70421326,,,7.0948443,,,3.7457178,,,,3.0642462,,,,2.8123872,,,,4.356204,,,,-.15925002,,,,.39384317,,,,,,,,7.0831947,,,,3.156682027649786,,,-.6811279941056715,,,,3,,,-1.086737,,,,3,,,2.3890879,,,,2.9742763,,,2.7008524,,,2,,,3.8508656,,,.13861446,,,.97546649,,,.0044045625,,,11.368092,,,3.0156059,,,,2.6109531,,,,2.0357933,,,,3.525281,,,,-.12683481,,,,.81000412,,,,-.36310753,,,,11.134012,,,
1998m12,3.126882204861402,,,-1.199934491803504,,,,3,,,-1.5477285,,,,4,,,3.5175521,,,,3.0479822,,,3.1576164,,,2.5,,,.81649661,,,1.2926775,,,.52091187,,,1.0047631,,,5.0910945,,,2.9125948,,,,3.0654562,,,,2.4832006,,,,.81408536,,,,1.0426511,,,,.39040685,,,,,,,,4.5571065,,,,3.38479589316365,,,-.5434362823583563,,,,3,,,-.67812389,,,,3,,,2.6052294,,,,2.858232,,,2.7425747,,,2,,,1.9694638,,,.79602093,,,.91766739,,,.14601868,,,5.6977863,,,2.6492877,,,,2.6438789,,,,1.9496398,,,,1.8198891,,,,.65605593,,,,.77270281,,,,-.40531543,,,,5.5290232,,,
1999m1,2.99819731311073,,,-1.263563049398862,,,,3,,,-1.7712926,,,,4,,,3.1826234,,,,3.2002134,,,3.1637807,,,2.5,,,3.0322342,,,.65231764,,,.61227345,,,-.038757123,,,5.838479,,,3.1701853,,,,3.0702155,,,,2.1991835,,,,2.5110862,,,,.6840024,,,,.47468689,,,,,,,,5.8852057,,,,3.691892370729791,,,-.0843432733627968,,,,3,,,-.60328084,,,,3,,,2.4353487,,,,2.7785666,,,2.757818,,,2,,,1.0929065,,,1.6479859,,,.99857324,,,.20094296,,,6.9415751,,,2.7433388,,,,2.6612613,,,,1.8319468,,,,1.0920175,,,,1.5806507,,,,.90939647,,,,,,,,6.7031932,,,
1999m2,2.961373390557931,,,-1.324247953380239,,,,3,,,-1.7712926,,,,4,,,3.1145332,,,,2.9431598,,,3.1519892,,,2.5,,,4.7644515,,,.40966991,,,.65969175,,,-.046635237,,,6.5652804,,,2.7964702,,,,3.0802186,,,,2.288466,,,,2.831095,,,,-.087445453,,,,.52153945,,,,-.41839075,,,,6.8786297,,,,3.432309442548337,,,-.4182320286267861,,,,3,,,-.90341234,,,,3,,,3.0946391,,,,2.6765788,,,2.7331204,,,2,,,2.8284271,,,.87159038,,,1.0063869,,,.16432698,,,5.6330876,,,2.5665009,,,,2.6603703,,,,2.1577153,,,,1.9111203,,,,.57097149,,,,.91875881,,,,,,,,4.695137,,,
1999m3,3.034221502246509,,,-1.216958217803721,,,,3,,,-1.4882867,,,,4,,,3.2571628,,,,3.267405,,,3.1423709,,,2.5,,,4.6487751,,,-.34536159,,,.67694485,,,-.04699241,,,7.8888011,,,3.135119,,,,3.0983264,,,,2.4658487,,,,3.8328619,,,,-.73332042,,,,.47492477,,,,-.5779357,,,,8.8259296,,,,3.163421384809794,,,-.5377038664450247,,,,3,,,-.60328084,,,,4,,,2.9851799,,,,2.6337581,,,2.712949,,,2,,,2.7735009,,,.34520411,,,.84690464,,,.016580123,,,7.7841358,,,2.4790478,,,,2.6599648,,,,1.9451261,,,,1.5338379,,,,.78374946,,,,.7638371,,,,,,,,5.9006596,,,
1999m4,3.266941380863694,,,-1.004134851442393,,,,3,,,-1.3046231,,,,4,,,3.1614201,,,,2.8889835,,,3.0846698,,,2,,,0,,,1.3170171,,,.81472594,,,.14228785,,,4.8694906,,,2.8821049,,,,3.0311687,,,,2.4406209,,,,.49101359,,,,1.1982483,,,,.61862212,,,,.8462913,,,,4.691463,,,,3.176147704207098,,,-.5727377512281463,,,,3,,,-.52962375,,,,3,,,2.7542183,,,,2.678272,,,2.7248333,,,2,,,2.7850332,,,.79313296,,,.97125894,,,.09173438,,,7.8902612,,,2.6499944,,,,2.6586962,,,,1.9916391,,,,2.1829317,,,,.92781222,,,,.89959836,,,,,,,,7.9750428,,,
1999m5,3.178249094533946,,,-1.062818076944408,,,,3,,,-1.5538874,,,,4,,,3.2464411,,,,2.9398103,,,3.1128583,,,2.5,,,1.5275252,,,1.5869721,,,.78165442,,,.024688864,,,6.7821093,,,2.7514553,,,,3.058964,,,,2.265589,,,,.99216974,,,,1.33222,,,,.60305029,,,,,,,,6.9642329,,,,3.464506898266591,,,-.2899676125411617,,,,3,,,-.98323131,,,,2,,,2.7909,,,,2.6287332,,,2.7202704,,,2,,,1.5050421,,,1.4529157,,,1.0330319,,,.074463531,,,6.9418244,,,2.5556011,,,,2.6621425,,,,1.8856874,,,,1.3358154,,,,1.3645414,,,,.94878727,,,,,,,,6.9570351,,,
1999m6,2.98267649418802,,,-1.297982118835972,,,,2.5,,,-1.9171875,,,,4,,,3.1826234,,,,3.337806,,,3.1047215,,,2.5,,,2.8047578,,,.77095008,,,.88813734,,,.87565434,,,5.9393468,,,3.4225528,,,,2.9941494,,,,2.3880858,,,,2.8361175,,,,.70108956,,,,.64011252,,,,,,,,6.1874471,,,,3.588694856033302,,,-.1489628483631572,,,,3,,,-.7833581,,,,3,,,3.1617291,,,,2.6366484,,,2.6817796,,,2,,,.89442718,,,1.4230834,,,1.0213063,,,.18146083,,,5.0527916,,,2.7000403,,,,2.6047397,,,,2.1312246,,,,.80383307,,,,1.3362644,,,,.87674481,,,,-.61838347,,,,5.0394554,,,
1999m7,2.854627539453188,,,-1.3455126133627,,,,3,,,-1.6738963,,,,4.5,,,3.7491214,,,,2.9786253,,,3.1624978,,,2.5,,,3.1320159,,,.45885301,,,.83569479,,,,,,4.8525081,,,3.0687387,,,,3.0820026,,,,2.6315286,,,,2.1079957,,,,.29612762,,,,.63098329,,,,.17717718,,,,4.185452,,,,3.005617973423901,,,-.7283697590480357,,,,3,,,-.75442362,,,,3,,,2.8678939,,,,2.5514753,,,2.6873016,,,2,,,3.082207,,,.15359381,,,1.0333116,,,.055509411,,,7.4809036,,,2.5802672,,,,2.6204522,,,,1.9618099,,,,2.7015998,,,,-.21867676,,,,.94458753,,,,-.71743864,,,,7.277585,,,
1999m8,3.28302674351485,,,-.9360218462589726,,,,3,,,-1.5809376,,,,3,,,3.0394933,,,,3.1580422,,,3.1564946,,,2.5,,,3.7749171,,,1.1894376,,,.96169597,,,.039283883,,,6.7873192,,,3.1412966,,,,3.0824666,,,,2.2078254,,,,2.1237211,,,,1.1340263,,,,.78210551,,,,,,,,6.8678298,,,,3.380263158259929,,,-.419877420551717,,,,3,,,-.96216893,,,,3,,,2.7375507,,,,3.0812349,,,2.7034557,,,2,,,2.0579829,,,1.2578031,,,1.0520368,,,.091439359,,,6.1201897,,,3.0041881,,,,2.6521726,,,,2.0573218,,,,2.0020251,,,,1.0950162,,,,.85407758,,,,-.048819069,,,,6.3231521,,,
1999m9,3.339391385314142,,,-.8760236117715862,,,,3,,,-1.116868,,,,4,,,3.2498698,,,,3.3016801,,,3.2513049,,,2,,,2.9860787,,,.9950338,,,.89373803,,,.11253104,,,6.3783517,,,3.1627531,,,,3.1728747,,,,2.3684714,,,,2.2910168,,,,.90250438,,,,.7423116,,,,-1.7868693,,,,6.8562093,,,,3.396083671357141,,,-.313942996216809,,,,3,,,-.67812389,,,,3,,,2.4301615,,,,2.8171656,,,2.6964145,,,2,,,2.1473498,,,1.3519781,,,1.0870661,,,.14668041,,,6.9938793,,,2.680305,,,,2.6235428,,,,1.8631794,,,,1.680445,,,,1.0987561,,,,.89536113,,,,1.2634455,,,,6.3956084,,,
1999m10,3.667850806231205,,,-.7140569471279977,,,,3,,,-1.3143311,,,,4,,,3.1552615,,,,3.1269808,,,3.3401599,,,2,,,,,,1.6106639,,,.73482543,,,,,,6.6569648,,,2.5868545,,,,3.2721238,,,,2.3228817,,,,.41153935,,,,1.0175624,,,,.56862962,,,,-.25259528,,,,4.3610454,,,,3.114661664098125,,,-.6853291515573605,,,,3,,,-.78404617,,,,3,,,2.4715493,,,,2.4321508,,,2.6909149,,,2,,,1.7525492,,,1.5424548,,,.95616144,,,.038374778,,,7.5222597,,,2.2267129,,,,2.6148913,,,,1.7131605,,,,1.4197869,,,,.9322685,,,,.74939978,,,,-.23518685,,,,6.2592793,,,
1999m11,3.27795386968498,,,-.8552571456339402,,,,3,,,-1.1493616,,,,4,,,3.4049523,,,,3.4631462,,,3.3486342,,,2.5,,,4.9856939,,,-.062313128,,,.7995823,,,.01483723,,,7.5381002,,,3.587148,,,,3.2651434,,,,2.4802535,,,,4.1124139,,,,-.16960827,,,,.64090234,,,,,,,,7.7189279,,,,3.562916539882368,,,-.1514600051460106,,,,3,,,-.78787202,,,,3,,,2.3413978,,,,2.7262764,,,2.7549973,,,2,,,2.6592157,,,.97963887,,,.87969917,,,.14415742,,,6.461206,,,2.7079134,,,,2.6528096,,,,1.9644511,,,,1.93952,,,,1.1815565,,,,.69004142,,,,.064306475,,,,6.9912267,,,
1999m12,3.692531522793394,,,-.5342810566034726,,,,3,,,-1.0915102,,,,4,,,3.6073551,,,,3.2133763,,,3.3644547,,,2,,,3.9475732,,,.78864908,,,.84459418,,,-.46447635,,,5.2483473,,,3.1392963,,,,3.2547932,,,,2.6503432,,,,2.1603546,,,,.6267792,,,,.65410239,,,,.61934698,,,,5.2963781,,,,3.143464399574904,,,-.5504015602977321,,,,3,,,-.6017437,,,,3,,,3.2974892,,,,2.7791443,,,2.8090832,,,2,,,2.5166116,,,.51372969,,,1.0744654,,,.096537866,,,6.7030864,,,2.7645302,,,,2.6828208,,,,2.1281838,,,,2.5683985,,,,-.030840408,,,,.94579071,,,,,,,,5.9849167,,,
2000m1,3.830483119155332,,,-.3607838191339094,,,,3,,,-.81078577,,,,4,,,3.501334,,,,3.7422762,,,3.3512697,,,3,,,3.4364989,,,.70539606,,,.79766226,,,.15024658,,,5.2232938,,,3.6957762,,,,3.2469316,,,,2.9506764,,,,2.3389487,,,,.84010321,,,,.57692266,,,,-.070730545,,,,5.2306924,,,,3.593701136154321,,,-.1663532508631965,,,,3,,,-.47264916,,,,3,,,2.7193937,,,,2.6149023,,,2.7680945,,,2,,,1.5491934,,,1.1083972,,,1.0123847,,,.20364825,,,5.4572306,,,2.3923259,,,,2.639559,,,,1.9458101,,,,.69447637,,,,1.2993643,,,,.87247401,,,,,,,,5.6615586,,,
2000m2,3.561111111111125,,,-.5807205582301009,,,,3,,,-1.0338528,,,,3,,,2.7369428,,,,3.7395065,,,3.3427899,,,2,,,4.1793141,,,.15675865,,,.81984818,,,.11332829,,,7.2027125,,,3.6446986,,,,3.2490981,,,,2.5170691,,,,4.4470677,,,,-.23091774,,,,.60562265,,,,-.1280809,,,,8.7085886,,,,3.27079107505073,,,-.4333449898604718,,,,3,,,-.6017437,,,,3,,,2.6200495,,,,2.579236,,,2.8302388,,,2,,,3.1880457,,,.27477393,,,.91410512,,,.088619813,,,7.5234709,,,2.4777377,,,,2.7102733,,,,1.8596969,,,,2.5424864,,,,.050889276,,,,.76489264,,,,-.78148431,,,,8.7907095,,,
2000m3,3.945164506480545,,,-.3102583488524285,,,,3,,,-.90222961,,,,3,,,3.4042611,,,,3.4140751,,,3.3792126,,,3,,,0,,,1.3537618,,,.65242928,,,.30524978,,,4.5135989,,,3.3597295,,,,3.3523474,,,,2.403805,,,,.45255208,,,,1.351544,,,,.47905955,,,,.48475379,,,,4.6658397,,,,3.543263964950711,,,-.2476292120696204,,,,3,,,-.67812389,,,,4,,,2.9847007,,,,3.2133892,,,2.8525167,,,2,,,2.8982754,,,.73492306,,,.91679525,,,.16605939,,,5.9270048,,,3.0413053,,,,2.7576721,,,,2.2084227,,,,2.095901,,,,.80203885,,,,.82012874,,,,,,,,5.6454635,,,
2000m4,3.592786964991463,,,-.6995301286808703,,,,3,,,-1.0245833,,,,3,,,3.1080599,,,,3.1210091,,,3.4116979,,,2,,,4.9497476,,,.86395967,,,.79600382,,,-.43760163,,,6.0655284,,,2.9755855,,,,3.3195119,,,,2.4821591,,,,2.2638223,,,,.41492802,,,,.57026792,,,,.37196741,,,,6.0197496,,,,3.268979775244964,,,-.5648669489991486,,,,3,,,-.925008,,,,3,,,3.0215957,,,,3.0382493,,,2.8651345,,,2,,,1.5782614,,,1.9064895,,,.93014359,,,.12915498,,,8.0505886,,,2.850368,,,,2.7383735,,,,2,,,,.67820424,,,,2.0830672,,,,.75917685,,,,,,,,8.9460697,,,
2000m5,3.581837381203824,,,-.4938005989473028,,,,3,,,-1.0245833,,,,3,,,2.8615956,,,,3.0393767,,,3.5137777,,,2,,,3.559026,,,.76705074,,,.85385382,,,.10548569,,,5.6259856,,,3.0705426,,,,3.408855,,,,2.3714185,,,,2.3236818,,,,.43940851,,,,.63218707,,,,,,,,5.3794293,,,,3.314450867052041,,,-.3625925112487955,,,,3,,,-.6017437,,,,2,,,2.3799505,,,,2.712338,,,2.8804193,,,2,,,2.867974,,,.69907701,,,1.0504768,,,.076490834,,,8.5095797,,,2.6148322,,,,2.7524176,,,,1.8648586,,,,2.4788673,,,,.43516573,,,,.93533993,,,,-.18849178,,,,7.7974906,,,
2000m6,3.226815642458093,,,-.9525822903194198,,,,3,,,-1.4126831,,,,4,,,2.9290683,,,,3.225363,,,3.5534012,,,2,,,3.5,,,1.1947068,,,.93783879,,,.098366939,,,7.499897,,,3.1822519,,,,3.4369216,,,,2.194665,,,,2.2093997,,,,1.1608043,,,,.71244979,,,,.52752352,,,,8.0021896,,,,3.004722550177111,,,-.7141053792425371,,,,3,,,-.77884424,,,,2,,,2.687212,,,,3.3764641,,,2.9208593,,,2,,,4.2257714,,,.46746206,,,1.1118896,,,.058470897,,,10.756774,,,3.3167348,,,,2.8044355,,,,1.9257499,,,,3.9909394,,,,.13052393,,,,.98428458,,,,-.10802422,,,,11.410375,,,
2000m7,3.372139303482608,,,-.8245118733507378,,,,3,,,-1.3315065,,,,4,,,3.7366784,,,,3.4547846,,,3.5364428,,,2,,,3.9641249,,,.10389364,,,1.0950938,,,.11021505,,,5.8417859,,,3.5160973,,,,3.4425814,,,,2.5776308,,,,3.6138258,,,,-.12150525,,,,.89178276,,,,.29440135,,,,6.2594414,,,,3.230929989550672,,,-.4591082696439592,,,,3,,,-.67812389,,,,2,,,2.7298784,,,,2.6326504,,,3.0039058,,,2,,,1.2187264,,,1.5666658,,,1.3253249,,,.076581739,,,9.8664064,,,2.6533022,,,,2.9020915,,,,2.0082829,,,,1.1889737,,,,1.4293935,,,,1.1996543,,,,,,,,9.3272743,,,
2000m8,3.325420375865493,,,-.9742929955582991,,,,3,,,-1.3729256,,,,4,,,3.2633214,,,,3.7555122,,,3.5827024,,,2.5,,,4.472136,,,1.2298578,,,1.0210687,,,-.44177487,,,10.078362,,,3.29163,,,,3.4693828,,,,2.2633703,,,,3.1871381,,,,.65126723,,,,.78132898,,,,-.23461482,,,,10.255048,,,,3.277145811789044,,,-.4855220757975192,,,,3,,,-.85376775,,,,3,,,2.7984166,,,,2.8398376,,,2.9937937,,,2,,,2.0608864,,,1.0997742,,,1.3130827,,,.11039084,,,6.6308084,,,2.5342247,,,,2.9039299,,,,1.9601307,,,,1.8682575,,,,.63298911,,,,1.1492221,,,,.58086348,,,,5.7548041,,,
2000m9,3.560247167868171,,,-.7615489504206062,,,,3,,,-1.0138795,,,,4,,,3.6621151,,,,4.1320963,,,3.6693773,,,2.5,,,3.8078866,,,1.309299,,,1.0837784,,,.18652785,,,6.9649858,,,3.9433832,,,,3.5740941,,,,2.5455897,,,,3.1229711,,,,1.1840513,,,,.89429039,,,,-.090475477,,,,7.8240662,,,,3.638608305274967,,,-.111865943655265,,,,3,,,-.51305801,,,,3,,,2.7346931,,,,2.9167056,,,2.9863663,,,2,,,1.1094004,,,1.596728,,,1.2403909,,,.23153681,,,7.1701021,,,2.8909271,,,,2.9176483,,,,2.0647316,,,,1.1238538,,,,1.5546274,,,,1.0441227,,,,-.13325579,,,,7.4515009,,,
2000m10,4.205257836198165,,,-.0489535992113783,,,,3,,,-.46244344,,,,3,,,3.3776424,,,,4.0988874,,,3.8051445,,,3.5,,,1.5735916,,,1.4612609,,,1.1531794,,,.33717012,,,6.3926568,,,3.9483767,,,,3.7149763,,,,3.1775961,,,,1.1865866,,,,1.5624678,,,,1.0091292,,,,,,,,6.9200006,,,,3.723756906077363,,,-.0779207711305855,,,,3,,,-.52821124,,,,3,,,2.6262114,,,,2.9788649,,,2.9935076,,,2,,,1.7298625,,,1.661113,,,1.2660611,,,.22882299,,,8.5442839,,,2.8604875,,,,2.9283221,,,,1.967052,,,,1.3032326,,,,1.7398663,,,,1.1030349,,,,.49048698,,,,9.2295046,,,
2000m11,3.498953974895384,,,-.6588852877498166,,,,3,,,-1.1555203,,,,4,,,3.5578489,,,,3.5868797,,,3.8741529,,,2.5,,,3.5355339,,,1.5720547,,,1.0944945,,,.12732318,,,8.4777861,,,3.6956356,,,,3.7894831,,,,2.7083225,,,,2.2685583,,,,1.3830787,,,,.94607657,,,,,,,,7.8329449,,,,3.612334801762125,,,-.0287543571791564,,,,3,,,-.47785112,,,,3.5,,,3.1799879,,,,3.3266537,,,2.9609361,,,2,,,1.9908884,,,2.1956918,,,1.3297243,,,.16176482,,,10.817282,,,3.3566425,,,,2.8953085,,,,2.2288532,,,,1.6780639,,,,1.9892172,,,,1.1820272,,,,,,,,10.070615,,,
2000m12,3.375232774674122,,,-.9369333756699252,,,,3,,,-1.3773118,,,,4,,,3.7701519,,,,3.8304121,,,3.9784434,,,2.5,,,3.7675514,,,.68753511,,,1.1808678,,,.11355022,,,6.1256394,,,3.6009424,,,,3.8750799,,,,2.7074182,,,,3.343529,,,,.35746002,,,,1.0563183,,,,.94356668,,,,6.5830016,,,,3.503619441571889,,,-.2462021478974428,,,,3,,,-.49479923,,,,3,,,2.9236197,,,,3.1223795,,,3.0026472,,,2,,,2.7469532,,,.62474263,,,1.3354831,,,.17998567,,,6.157486,,,3.0578508,,,,2.9224176,,,,2.0091293,,,,2.6899707,,,,.3481487,,,,1.1688992,,,,.42957947,,,,6.0710545,,,
2001m1,4.090521831735913,,,-.0526709273037743,,,,3,,,-.90222961,,,,4,,,3.7659783,,,,3.9010844,,,4.0363903,,,4,,,1.602082,,,1.4283464,,,1.1904868,,,.26464146,,,5.8554811,,,3.9179871,,,,3.9922001,,,,3.8175206,,,,.55232203,,,,1.4315809,,,,1.1260985,,,,.037624389,,,,5.5642381,,,,3.547619047619039,,,-.1799880590205259,,,,3,,,-.61367673,,,,3,,,2.7382348,,,,2.9714029,,,3.035857,,,2,,,1.8980422,,,1.2522634,,,1.3521963,,,.17782314,,,6.6327176,,,2.9738328,,,,2.9887052,,,,2.0473194,,,,1.859151,,,,1.1371727,,,,1.2069215,,,,-.093024164,,,,6.4460473,,,
2001m2,2.802863436123361,,,-1.367121920305941,,,,3,,,-1.1844819,,,,5,,,3.8919516,,,,4.2612815,,,4.070684,,,2.5,,,3.0389626,,,1.39166,,,1.1723114,,,.70496368,,,8.2433767,,,4.3384824,,,,3.999867,,,,2.8372674,,,,2.9070966,,,,1.472957,,,,1.1107509,,,,-.062376894,,,,8.7832031,,,,3.652605459057091,,,-.0594628646001217,,,,3,,,-.1609157,,,,3,,,2.8915184,,,,2.7766101,,,3.0247781,,,1.5,,,1.7372916,,,.93010849,,,1.3701539,,,.27134693,,,5.0360036,,,2.7108958,,,,2.9534943,,,,2.046473,,,,1.0495682,,,,.96537435,,,,1.2421768,,,,,,,,4.5653434,,,
2001m3,3.06960784313727,,,-1.01937386851676,,,,3,,,-1.1742418,,,,5,,,4.1260014,,,,3.846437,,,4.0286593,,,2.5,,,3.1622777,,,.66654277,,,1.0741112,,,.78873897,,,5.7981391,,,3.8528132,,,,3.9585993,,,,2.726706,,,,3.0959251,,,,.59333152,,,,1.0057045,,,,-.53588605,,,,5.8113413,,,,3.608205128205107,,,-.0044874737703565,,,,3,,,-.26717442,,,,3,,,2.7950797,,,,3.0833199,,,3.0043797,,,2,,,2.624825,,,1.0404309,,,1.4690201,,,.18018097,,,7.9228225,,,3.019613,,,,2.9381149,,,,2.0252621,,,,2.3743188,,,,.84145534,,,,1.3424817,,,,-.41680118,,,,8.0230608,,,
2001m4,3.553446553446544,,,-.6096708498915,,,,3,,,-1.2264366,,,,4,,,4.1745386,,,,4.3933997,,,4.080802,,,3,,,3.2879486,,,.88125372,,,.9058131,,,.76819777,,,6.9081416,,,4.2864685,,,,3.9984491,,,,2.8767796,,,,3.2419388,,,,.8706702,,,,.84839731,,,,,,,,6.6473699,,,,3.63692946058089,,,-.1299421623045917,,,,3,,,-.37718827,,,,3,,,2.8844595,,,,3.0080509,,,2.9357398,,,2,,,1.5275252,,,1.6184946,,,1.3865049,,,.23434383,,,8.1343365,,,2.897285,,,,2.8571959,,,,1.97785,,,,1.523235,,,,1.3112415,,,,1.2568316,,,,-.5647825,,,,7.8977146,,,
2001m5,4.094594594594584,,,-.0661684225509486,,,,3,,,-.5477286,,,,4,,,4.210629,,,,4.2770348,,,4.1467533,,,3.5,,,1.8504709,,,1.3164288,,,.85196346,,,.23100114,,,5.9064822,,,4.3457117,,,,4.0615101,,,,3.614924,,,,1.7504284,,,,1.2792891,,,,.80089951,,,,,,,,5.6225276,,,,3.696969696969715,,,.0257404704912092,,,,3,,,-.3359575,,,,3,,,3.0348244,,,,3.138726,,,2.8883429,,,2,,,1.7237833,,,1.2501937,,,1.36351,,,.19088574,,,6.3508353,,,3.1308129,,,,2.8052058,,,,2.2369428,,,,1.895943,,,,.97518981,,,,1.2204722,,,,-.029804496,,,,5.9919558,,,
2001m6,4.055036344755984,,,-.2714120697867611,,,,3,,,-.90222961,,,,4,,,3.8482208,,,,4.4407406,,,4.2746191,,,4.5,,,2.4698179,,,1.1457201,,,.66075844,,,.23689744,,,5.4225368,,,4.0123844,,,,4.1588392,,,,3.727704,,,,2.1792197,,,,1.045923,,,,.625871,,,,,,,,5.5566859,,,,3.642778390297704,,,-.1437545660289428,,,,3,,,-.49479923,,,,3,,,2.4639308,,,,2.8169944,,,2.858104,,,1.5,,,1.5075567,,,1.7583462,,,1.2786367,,,.23210776,,,8.9093189,,,2.5740283,,,,2.7924705,,,,1.8935976,,,,.47038594,,,,1.8719249,,,,1.1190497,,,,,,,,9.6986685,,,
2001m7,2.610483042137727,,,-1.555165876204004,,,,2,,,-1.9022297,,,,5,,,3.6633503,,,,3.720664,,,4.3695507,,,2.5,,,3.0946605,,,.57745934,,,.48775473,,,.70711905,,,6.0858636,,,3.5769696,,,,4.2524652,,,,2.7430322,,,,2.6153541,,,,.61705035,,,,.43444565,,,,.90590405,,,,5.54742,,,,3.137002341920379,,,-.5401067545569188,,,,3,,,-.86562836,,,,2.5,,,2.5708935,,,,2.7952809,,,2.8784995,,,2,,,.97590005,,,2.5509098,,,1.2541572,,,.04715744,,,14.578994,,,2.7220728,,,,2.8077571,,,,1.8596969,,,,.8718003,,,,2.6426115,,,,1.0180287,,,,,,,,16.189255,,,
