date,st_dev_msc,st_dev_resid_msc,st_dev_msc_ma,st_dev_resid_msc_ma
2021m10,5.2327428,5.0868297,5.2232699,5.1796002
2021m11,5.1877713,5.1409388,5.2693939,5.2338324
2021m12,5.7538481,5.8275223,5.3304029,5.2947717
2022m1,5.2813015,5.1852484,5.4217105,5.3881669
2022m2,4.9155016,4.8619494,5.4156079,5.3805895
2022m3,5.567049,5.5179515,5.4558911,5.4323273
2022m4,5.5170274,5.5110526,5.5727348,5.5573082
2022m5,5.7655625,5.8291512,5.6403322,5.6119199
2022m6,5.5196667,5.4646616,5.7793016,5.7387562
2022m7,5.5952921,5.5524702,5.8993611,5.8579998
2022m8,6.2393627,6.2657685,5.9830894,5.9492884
2022m9,6.362227,6.3190255,5.9506516,5.9225101
2022m10,6.5320249,6.3267756,5.936872,5.9013972
2022m11,5.9960389,5.9351401,5.9447632,5.916995
2022m12,6.3206038,6.3395519,5.9007554,5.8653283
2023m1,5.2250876,5.2700486,5.7901621,5.7574725
2023m2,5.6415453,5.6391349,5.6473541,5.604125
2023m3,5.5906858,5.6050401,5.498529,5.4795914
2023m4,5.1992245,5.0874705,5.3203144,5.2997603
2023m5,5.2440209,5.2950659,5.1088138,5.0804505
2023m6,5.0769534,4.9388986,5.1014867,5.074079
2023m7,5.1925993,5.2059708,5.0389404,5.0086274
2023m8,4.3921094,4.3166633,4.9624805,4.9171109
2023m9,4.4170995,4.3657641,4.8666277,4.8363128
2023m10,5.1591434,5.2127018,4.8695583,4.8349876
2023m11,5.0786276,5.0500712,4.8698392,4.824584
2023m12,4.9025483,4.7813935,4.7778716,4.7251039
2024m1,4.3365479,4.3602848,4.8133855,4.7485852
2024m2,5.2703977,5.2831392,4.8742027,4.8148704
2024m3,5.0794797,4.8452668,4.8413186,4.7593093
2024m4,4.3648896,4.3106518,4.8667827,4.7692451
2024m5,4.7117362,4.5279918,4.9131327,4.8207788
2024m6,4.9644547,4.9623318,4.9975529,4.8905735
2024m7,4.863184,4.7126517,5.068253,4.9697342
2024m8,5.307807,5.1394949,5.2516885,5.172471
2024m9,5.3196983,5.2451959,5.4385629,5.3586221
2024m10,5.0963287,4.9884386,5.6799593,5.611414
2024m11,5.9067001,5.9955826,5.7693973,5.6925492
2024m12,6.7303982,6.6699014,5.8988562,5.8325348
2025m1,6.0467606,5.986012,5.9973645,5.9480414
2025m2,6.8843017,6.8031182,6.1328979,6.0886106
